Ms,maxfield,t
-1818.0,-6.276913612907018,4392.0
-1818.0,-6.227877804881141,4393.0
-1818.0,-6.178596130903334,4394.0
-1818.0,-6.129070536529787,4395.0
-1816.0,-6.07930297694608,4396.0
-1810.0,-6.029295416890247,4397.0
-1830.0,-5.979049830575192,4398.0
-1884.0,-5.928568201610628,4399.0
-1850.0,-5.877852522924742,4400.0
-1876.0,-5.826904796685773,4401.0
-1888.0,-5.775727034222663,4402.0
-1896.0,-5.724321255945899,4403.0
-1894.0,-5.672689491267588,4404.0
-1922.0,-5.620833778521332,4405.0
-1918.0,-5.568756164881879,4406.0
-1970.0,-5.516458706284305,4407.0
-1936.0,-5.463943467342727,4408.0
-2018.0,-5.411212521268768,4409.0
-1900.0,-5.358267949789979,4410.0
-2020.0,-5.305111843067327,4411.0
-2008.0,-5.251746299612977,4412.0
-2044.0,-5.198173426207118,4413.0
-2062.0,-5.144395337815061,4414.0
-2048.0,-5.090414157503713,4415.0
-2040.0,-5.036232016357642,4416.0
-2064.0,-4.981851053394914,4417.0
-2088.0,-4.927273415482926,4418.0
-2096.0,-4.8725012572533055,4419.0
-2100.0,-4.8175367410172,4420.0
-2096.0,-4.762382036679411,4421.0
-2176.0,-4.707039321653349,4422.0
-2114.0,-4.651510780774579,4423.0
-2170.0,-4.595798606214878,4424.0
-2164.0,-4.539904997395502,4425.0
-2250.0,-4.483832160900329,4426.0
-2178.0,-4.427582310389025,4427.0
-2212.0,-4.37115766650931,4428.0
-2178.0,-4.314560456809607,4429.0
-2272.0,-4.2577929156507475,4430.0
-2268.0,-4.2008572841180545,4431.0
-2296.0,-4.143755809932837,4432.0
-2296.0,-4.086490747363522,4433.0
-2326.0,-4.02906435713663,4434.0
-2342.0,-3.971478906347812,4435.0
-2338.0,-3.9137366683720014,4436.0
-2366.0,-3.8558399227740114,4437.0
-2370.0,-3.7977909552180282,4438.0
-2384.0,-3.739592057378025,4439.0
-2402.0,-3.6812455268467708,4440.0
-2422.0,-3.622753667045485,4441.0
-2396.0,-3.5641187871325393,4442.0
-2390.0,-3.5053432019125923,4443.0
-2424.0,-3.4464292317451766,4444.0
-2422.0,-3.3873792024529568,4445.0
-2430.0,-3.32819544522988,4446.0
-2440.0,-3.2688802965494417,4447.0
-2446.0,-3.209436098072082,4448.0
-2456.0,-3.149865196553039,4449.0
-2466.0,-3.090169943749503,4450.0
-2472.0,-3.0303526963277383,4451.0
-2460.0,-2.9704158157703513,4452.0
-2470.0,-2.9103616682826905,4453.0
-2476.0,-2.850192624699805,4454.0
-2470.0,-2.7899110603923063,4455.0
-2472.0,-2.7295193551732693,4456.0
-2474.0,-2.6690198932037426,4457.0
-2470.0,-2.608415062898994,4458.0
-2480.0,-2.5477072568338506,4459.0
-2482.0,-2.486898871648546,4460.0
-2484.0,-2.425992307954076,4461.0
-2482.0,-2.364989970237287,4462.0
-2482.0,-2.3038942667659152,4463.0
-2492.0,-2.242707609493825,4464.0
-2492.0,-2.1814324139654078,4465.0
-2486.0,-2.120071099220602,4466.0
-2488.0,-2.058626087698838,4467.0
-2478.0,-1.997099805144099,4468.0
-2488.0,-1.9354946805086002,4469.0
-2496.0,-1.8738131458572478,4470.0
-2490.0,-1.8120576362714138,4471.0
-2494.0,-1.75023058975277,4472.0
-2488.0,-1.6883344471273518,4473.0
-2490.0,-1.6263716519488178,4474.0
-2496.0,-1.5643446504023295,4475.0
-2492.0,-1.5022558912075954,4476.0
-2498.0,-1.440107825522515,4477.0
-2498.0,-1.377902906846378,4478.0
-2498.0,-1.3156435909228614,4479.0
-2496.0,-1.2533323356430475,4480.0
-2500.0,-1.1909716009487064,4481.0
-2500.0,-1.1285638487347944,4482.0
-2500.0,-1.066111542752651,4483.0
-2496.0,-1.0036171485121694,4484.0
-2500.0,-0.9410831331851677,4485.0
-2500.0,-0.8785119655074248,4486.0
-2498.0,-0.8159061156816079,4487.0
-2500.0,-0.7532680552793635,4488.0
-2496.0,-0.6906002571440627,4489.0
-2498.0,-0.6279051952931425,4490.0
-2496.0,-0.5651853448202224,4491.0
-2498.0,-0.502443181797712,4492.0
-2496.0,-0.43968118317866944,4493.0
-2496.0,-0.37690182669933414,4494.0
-2500.0,-0.31410759078127565,4495.0
-2500.0,-0.25130095443340694,4496.0
-2496.0,-0.18848439715408227,4497.0
-2500.0,-0.1256603988335305,4498.0
-2500.0,-0.06283143965556232,4499.0
-2500.0,-4.7773604779478537e-14,4500.0
-2498.0,0.06283143965557335,4501.0
-2498.0,0.12566039883350602,4502.0
-2500.0,0.18848439715409332,4503.0
-2500.0,0.2513009544333469,4504.0
-2500.0,0.31410759078125117,4505.0
-2498.0,0.3769018266993452,4506.0
-2500.0,0.4396811831786449,4507.0
-2498.0,0.5024431817976521,4508.0
-2500.0,0.5651853448202333,4509.0
-2498.0,0.627905195293118,4510.0
-2492.0,0.6906002571440738,4511.0
-2498.0,0.753268055279339,4512.0
-2498.0,0.8159061156815481,4513.0
-2500.0,0.8785119655074004,4514.0
-2500.0,0.9410831331851434,4515.0
-2498.0,1.0036171485121452,4516.0
-2500.0,1.0661115427525563,4517.0
-2496.0,1.1285638487348053,4518.0
-2496.0,1.1909716009486822,4519.0
-2496.0,1.2533323356430583,4520.0
-2500.0,1.315643590922802,4521.0
-2496.0,1.3779029068463535,4522.0
-2498.0,1.4401078255225261,4523.0
-2498.0,1.502255891207571,4524.0
-2492.0,1.56434465040227,4525.0
-2500.0,1.626371651948829,4526.0
-2494.0,1.6883344471273276,4527.0
-2492.0,1.7502305897527806,4528.0
-2494.0,1.8120576362713199,4529.0
-2492.0,1.8738131458572238,4530.0
-2492.0,1.9354946805085762,4531.0
-2482.0,1.9970998051440747,4532.0
-2494.0,2.0586260876988143,4533.0
-2492.0,2.120071099220509,4534.0
-2494.0,2.181432413965419,4535.0
-2484.0,2.242707609493801,4536.0
-2488.0,2.303894266765926,4537.0
-2480.0,2.364989970237229,4538.0
-2486.0,2.4259923079540524,4539.0
-2488.0,2.4868988716485565,4540.0
-2478.0,2.5477072568338266,4541.0
-2486.0,2.608415062898936,4542.0
-2472.0,2.6690198932037528,4543.0
-2474.0,2.729519355173246,4544.0
-2470.0,2.7899110603923165,4545.0
-2474.0,2.850192624699713,4546.0
-2470.0,2.910361668282701,4547.0
-2470.0,2.9704158157703278,4548.0
-2464.0,3.030352696327749,4549.0
-2462.0,3.0901699437494456,4550.0
-2440.0,3.149865196553016,4551.0
-2456.0,3.209436098072093,4552.0
-2442.0,3.268880296549419,4553.0
-2454.0,3.3281954452298237,4554.0
-2456.0,3.3873792024529004,4555.0
-2420.0,3.4464292317451535,4556.0
-2410.0,3.505343201912603,4557.0
-2434.0,3.5641187871325157,4558.0
-2380.0,3.622753667045429,4559.0
-2374.0,3.681245526846748,4560.0
-2394.0,3.7395920573780024,4561.0
-2334.0,3.7977909552180384,4562.0
-2388.0,3.8558399227739235,4563.0
-2346.0,3.9137366683720116,4564.0
-2306.0,3.97147890634779,4565.0
-2316.0,4.029064357136639,4566.0
-2256.0,4.086490747363467,4567.0
-2274.0,4.143755809932815,4568.0
-2310.0,4.200857284118065,4569.0
-2248.0,4.257792915650725,4570.0
-2242.0,4.314560456809552,4571.0
-2182.0,4.371157666509321,4572.0
-2220.0,4.4275823103890035,4573.0
-2196.0,4.483832160900339,4574.0
-2146.0,4.539904997395418,4575.0
-2146.0,4.595798606214856,4576.0
-2154.0,4.651510780774558,4577.0
-2126.0,4.707039321653328,4578.0
-2126.0,4.76238203667939,4579.0
-2136.0,4.8175367410171175,4580.0
-2096.0,4.872501257253315,4581.0
-2096.0,4.927273415482904,4582.0
-2070.0,4.981851053394925,4583.0
-2052.0,5.03623201635759,4584.0
-2028.0,5.090414157503691,4585.0
-2022.0,5.144395337815071,4586.0
-2006.0,5.198173426207097,4587.0
-2000.0,5.251746299612926,4588.0
-2036.0,5.305111843067336,4589.0
-1962.0,5.358267949789958,4590.0
-1940.0,5.411212521268778,4591.0
-1952.0,5.463943467342647,4592.0
-1932.0,5.516458706284255,4593.0
-1928.0,5.56875616488186,4594.0
-1958.0,5.620833778521312,4595.0
-1852.0,5.672689491267539,4596.0
-1900.0,5.724321255945908,4597.0
-1920.0,5.775727034222643,4598.0
-1886.0,5.826904796685754,4599.0
-1838.0,5.8778525229247505,4600.0
-1900.0,5.928568201610579,4601.0
-1854.0,5.9790498305752005,4602.0
-1838.0,6.029295416890228,4603.0
-1836.0,6.079302976946059,4604.0
-1850.0,6.129070536529739,4605.0
-1830.0,6.178596130903343,4606.0
-1776.0,6.22787780488115,4607.0
-1772.0,6.2769136129069985,4608.0
-1780.0,6.325701619131207,4609.0
-1762.0,6.374239897486885,4610.0
-1752.0,6.422526531765856,4611.0
-1760.0,6.470559615694425,4612.0
-1754.0,6.518337253008739,4613.0
-1754.0,6.565857557529541,4614.0
-1718.0,6.613118653236518,4615.0
-1742.0,6.66011867434254,4616.0
-1720.0,6.7068557653671945,4617.0
-1702.0,6.753328081210209,4618.0
-1710.0,6.79953378722418,4619.0
-1686.0,6.845471059286899,4620.0
-1670.0,6.8911380838735194,4621.0
-1712.0,6.936533058128004,4622.0
-1698.0,6.981654189934704,4623.0
-1682.0,7.026499697988492,4624.0
-1652.0,7.071067811865498,4625.0
-1632.0,7.115356772092848,4626.0
-1658.0,7.159364830218279,4627.0
-1626.0,7.203090248879058,4628.0
-1656.0,7.246531301870478,4629.0
-1670.0,7.2896862742141,4630.0
-1640.0,7.332553462225606,4631.0
-1670.0,7.375131173581718,4632.0
-1646.0,7.417417727387392,4633.0
-1648.0,7.4594114542417955,4634.0
-1646.0,7.501110696304591,4635.0
-1624.0,7.542513807361054,4636.0
-1566.0,7.583619152887209,4637.0
-1590.0,7.624425110114443,4638.0
-1594.0,7.664930068093484,4639.0
-1610.0,7.705132427757898,4640.0
-1530.0,7.7450306019873185,4641.0
-1548.0,7.784623015670235,4642.0
-1544.0,7.823908105765858,4643.0
-1560.0,7.8628843213661845,4644.0
-1578.0,7.901550123756919,4645.0
-1554.0,7.939903986478344,4646.0
-1516.0,7.977944395385678,4647.0
-1500.0,8.015669848708752,4648.0
-1512.0,8.053078857111224,4649.0
-1490.0,8.090169943749498,4650.0
-1484.0,8.126941644330941,4651.0
-1508.0,8.163392507171817,4652.0
-1508.0,8.19952109325452,4653.0
-1534.0,8.235325976284289,4654.0
-1504.0,8.27080574274561,4655.0
-1532.0,8.305958991958097,4656.0
-1472.0,8.3407843361317,4657.0
-1518.0,8.375280400421422,4658.0
-1494.0,8.409445822981676,4659.0
-1476.0,8.443279255020151,4660.0
-1486.0,8.476779360850813,4661.0
-1464.0,8.509944817946915,4662.0
-1462.0,8.542774316992928,4663.0
-1460.0,8.575266561936516,4664.0
-1452.0,8.607420270039444,4665.0
-1478.0,8.639234171928342,4666.0
-1450.0,8.670707011644906,4667.0
-1426.0,8.701837546695243,4668.0
-1474.0,8.732624548099203,4669.0
-1408.0,8.763066800438619,4670.0
-1440.0,8.79316310190556,4671.0
-1438.0,8.822912264349512,4672.0
-1388.0,8.852313113324545,4673.0
-1450.0,8.881364488135453,4674.0
-1424.0,8.910065241883668,4675.0
-1434.0,8.93841424151261,4676.0
-1432.0,8.966410367852346,4677.0
-1414.0,8.994052515663713,4678.0
-1420.0,9.021339593682043,4679.0
-1412.0,9.048270524660193,4680.0
-1384.0,9.07484424541115,4681.0
-1454.0,9.10105970684995,4682.0
-1404.0,9.126915874035035,4683.0
-1396.0,9.152411726209168,4684.0
-1418.0,9.177546256839786,4685.0
-1422.0,9.202318473658691,4686.0
-1394.0,9.226727398701149,4687.0
-1394.0,9.250772068344594,4688.0
-1382.0,9.274451533346612,4689.0
-1378.0,9.297764858882498,4690.0
-1376.0,9.320711124582106,4691.0
-1376.0,9.343289424566127,4692.0
-1406.0,9.365498867481916,4693.0
-1400.0,9.387338576538744,4694.0
-1376.0,9.408807689542245,4695.0
-1368.0,9.429905358928645,4696.0
-1392.0,9.450630751798036,4697.0
-1378.0,9.470983049947442,4698.0
-1354.0,9.490961449902954,4699.0
-1392.0,9.510565162951533,4700.0
-1368.0,9.529793415172172,4701.0
-1388.0,9.548645447466424,4702.0
-1370.0,9.567120515588307,4703.0
-1378.0,9.58521789017375,4704.0
-1332.0,9.602936856769412,4705.0
-1358.0,9.62027671586085,4706.0
-1350.0,9.637236782900096,4707.0
-1346.0,9.653816388332746,4708.0
-1362.0,9.670014877624348,4709.0
-1364.0,9.685831611286298,4710.0
-1358.0,9.701265964901054,4711.0
-1354.0,9.716317329146742,4712.0
-1328.0,9.730985109821276,4713.0
-1360.0,9.745268727865772,4714.0
-1322.0,9.759167619387467,4715.0
-1368.0,9.772681235681933,4716.0
-1348.0,9.785809043254726,4717.0
-1350.0,9.798550523842467,4718.0
-1354.0,9.81090517443333,4719.0
-1342.0,9.822872507286883,4720.0
-1336.0,9.834452049953299,4721.0
-1314.0,9.845643345292048,4722.0
-1316.0,9.856445951489981,4723.0
-1318.0,9.866859442078674,4724.0
-1338.0,9.876883405951377,4725.0
-1364.0,9.886517447379134,4726.0
-1336.0,9.895761186026508,4727.0
-1316.0,9.904614256966514,4728.0
-1342.0,9.913076310695063,4729.0
-1326.0,9.921147013144779,4730.0
-1360.0,9.928826045698134,4731.0
-1332.0,9.936113105200086,4732.0
-1314.0,9.943007903969985,4733.0
-1312.0,9.949510169813001,4734.0
-1322.0,9.955619646030797,4735.0
-1366.0,9.961336091431724,4736.0
-1326.0,9.9666592803403,4737.0
-1318.0,9.971589002606137,4738.0
-1272.0,9.976125063612248,4739.0
-1340.0,9.980267284282714,4740.0
-1326.0,9.98401550108975,4741.0
-1316.0,9.987369566060178,4742.0
-1328.0,9.990329346781246,4743.0
-1316.0,9.992894726405892,4744.0
-1318.0,9.995065603657315,4745.0
-1336.0,9.996841892833,4746.0
-1304.0,9.99822352380809,4747.0
-1336.0,9.99921044203816,4748.0
-1314.0,9.999802608561371,4749.0
-1342.0,10.0,4750.0
-1322.0,9.999802608561371,4751.0
-1288.0,9.99921044203816,4752.0
-1304.0,9.998223523808091,4753.0
-1328.0,9.996841892833,4754.0
-1332.0,9.995065603657315,4755.0
-1308.0,9.992894726405893,4756.0
-1324.0,9.990329346781246,4757.0
-1340.0,9.987369566060176,4758.0
-1330.0,9.98401550108975,4759.0
-1344.0,9.980267284282718,4760.0
-1324.0,9.976125063612253,4761.0
-1298.0,9.971589002606137,4762.0
-1326.0,9.9666592803403,4763.0
-1324.0,9.961336091431729,4764.0
-1330.0,9.955619646030803,4765.0
-1300.0,9.949510169813001,4766.0
-1316.0,9.943007903969992,4767.0
-1360.0,9.936113105200091,4768.0
-1354.0,9.928826045698141,4769.0
-1336.0,9.921147013144779,4770.0
-1350.0,9.913076310695061,4771.0
-1344.0,9.904614256966514,4772.0
-1302.0,9.895761186026517,4773.0
-1330.0,9.886517447379143,4774.0
-1316.0,9.876883405951375,4775.0
-1366.0,9.866859442078674,4776.0
-1330.0,9.856445951489992,4777.0
-1312.0,9.84564334529206,4778.0
-1342.0,9.834452049953297,4779.0
-1324.0,9.822872507286881,4780.0
-1334.0,9.810905174433342,4781.0
-1356.0,9.79855052384248,4782.0
-1338.0,9.785809043254725,4783.0
-1338.0,9.772681235681931,4784.0
-1342.0,9.75916761938748,4785.0
-1352.0,9.74526872786577,4786.0
-1360.0,9.730985109821273,4787.0
-1362.0,9.71631732914674,4788.0
-1336.0,9.701265964901069,4789.0
-1322.0,9.685831611286314,4790.0
-1350.0,9.670014877624345,4791.0
-1364.0,9.653816388332743,4792.0
-1382.0,9.637236782900112,4793.0
-1354.0,9.620276715860866,4794.0
-1360.0,9.602936856769428,4795.0
-1362.0,9.585217890173768,4796.0
-1350.0,9.567120515588305,4797.0
-1362.0,9.548645447466441,4798.0
-1368.0,9.529793415172191,4799.0
-1364.0,9.51056516295153,4800.0
-1364.0,9.49096144990295,4801.0
-1378.0,9.470983049947462,4802.0
-1374.0,9.450630751798055,4803.0
-1390.0,9.429905358928641,4804.0
-1370.0,9.408807689542241,4805.0
-1424.0,9.38733857653874,4806.0
-1368.0,9.365498867481937,4807.0
-1380.0,9.343289424566123,4808.0
-1398.0,9.320711124582102,4809.0
-1406.0,9.29776485888252,4810.0
-1434.0,9.274451533346634,4811.0
-1366.0,9.25077206834459,4812.0
-1390.0,9.226727398701145,4813.0
-1432.0,9.202318473658716,4814.0
-1422.0,9.177546256839811,4815.0
-1376.0,9.152411726209191,4816.0
-1406.0,9.126915874035031,4817.0
-1400.0,9.101059706849949,4818.0
-1414.0,9.074844245411176,4819.0
-1422.0,9.04827052466019,4820.0
-1414.0,9.021339593682038,4821.0
-1418.0,8.994052515663707,4822.0
-1404.0,8.966410367852372,4823.0
-1426.0,8.938414241512637,4824.0
-1448.0,8.910065241883697,4825.0
-1462.0,8.88136448813545,4826.0
-1456.0,8.852313113324575,4827.0
-1430.0,8.82291226434954,4828.0
-1390.0,8.793163101905554,4829.0
-1414.0,8.763066800438647,4830.0
-1420.0,8.732624548099233,4831.0
-1472.0,8.701837546695273,4832.0
-1426.0,8.6707070116449,4833.0
-1442.0,8.639234171928337,4834.0
-1460.0,8.60742027003944,4835.0
-1478.0,8.575266561936546,4836.0
-1470.0,8.54277431699296,4837.0
-1490.0,8.509944817946911,4838.0
-1464.0,8.476779360850808,4839.0
-1484.0,8.443279255020183,4840.0
-1498.0,8.409445822981708,4841.0
-1490.0,8.375280400421417,4842.0
-1512.0,8.340784336131694,4843.0
-1526.0,8.30595899195813,4844.0
-1528.0,8.270805742745646,4845.0
-1490.0,8.235325976284283,4846.0
-1538.0,8.199521093254514,4847.0
-1542.0,8.163392507171853,4848.0
-1504.0,8.126941644330934,4849.0
-1530.0,8.090169943749492,4850.0
-1556.0,8.053078857111219,4851.0
-1524.0,8.01566984870879,4852.0
-1556.0,7.977944395385714,4853.0
