Ms,maxfield,t
-2498.0,0.18848439715407617,1997.0
-2500.0,0.12566039883354213,1998.0
-2496.0,0.06283143965559172,1999.0
-2500.0,2.3886802389739268e-14,2000.0
-2500.0,-0.06283143965557947,2001.0
-2500.0,-0.12566039883351215,2002.0
-2498.0,-0.1884843971540817,2003.0
-2498.0,-0.25130095443335304,2004.0
-2500.0,-0.31410759078127504,2005.0
-2500.0,-0.3769018266993513,2006.0
-2500.0,-0.43968118317863336,2007.0
-2500.0,-0.5024431817976936,2008.0
-2500.0,-0.5651853448202395,2009.0
-2498.0,-0.6279051952931418,2010.0
-2498.0,-0.6906002571440444,2011.0
-2498.0,-0.7532680552793275,2012.0
-2498.0,-0.8159061156815718,2013.0
-2498.0,-0.8785119655074419,2014.0
-2498.0,-0.9410831331851317,2015.0
-2496.0,-1.0036171485121512,2016.0
-2498.0,-1.06611154275258,2017.0
-2496.0,-1.1285638487348113,2018.0
-2500.0,-1.1909716009486881,2019.0
-2500.0,-1.253332335643047,2020.0
-2498.0,-1.315643590922808,2021.0
-2496.0,-1.3779029068463775,2022.0
-2500.0,-1.4401078255224968,2023.0
-2500.0,-1.5022558912075596,2024.0
-2498.0,-1.5643446504022938,2025.0
-2490.0,-1.6263716519488347,2026.0
-2492.0,-1.6883344471273163,2027.0
-2488.0,-1.7502305897527515,2028.0
-2492.0,-1.8120576362713783,2029.0
-2492.0,-1.8738131458572296,2030.0
-2498.0,-1.935494680508617,2031.0
-2494.0,-1.9970998051440634,2032.0
-2488.0,-2.05862608769882,2033.0
-2490.0,-2.120071099220532,2034.0
-2484.0,-2.1814324139654246,2035.0
-2486.0,-2.242707609493807,2036.0
-2486.0,-2.303894266765915,2037.0
-2488.0,-2.3649899702372346,2038.0
-2488.0,-2.4259923079540755,2039.0
-2478.0,-2.486898871648528,2040.0
-2484.0,-2.5477072568338155,2041.0
-2470.0,-2.6084150628989593,2042.0
-2486.0,-2.669019893203759,2043.0
-2474.0,-2.729519355173235,2044.0
-2480.0,-2.7899110603922885,2045.0
-2468.0,-2.850192624699736,2046.0
-2466.0,-2.9103616682827065,2047.0
-2470.0,-2.9704158157703335,2048.0
-2450.0,-3.0303526963277205,2049.0
-2454.0,-3.090169943749485,2050.0
-2450.0,-3.149865196553055,2051.0
-2458.0,-3.209436098072098,2052.0
-2448.0,-3.2688802965494244,2053.0
-2432.0,-3.3281954452298623,2054.0
-2432.0,-3.3873792024529066,2055.0
-2406.0,-3.4464292317451592,2056.0
-2422.0,-3.5053432019125754,2057.0
-2400.0,-3.564118787132522,2058.0
-2410.0,-3.6227536670454348,2059.0
-2396.0,-3.681245526846787,2060.0
-2404.0,-3.7395920573779753,2061.0
-2378.0,-3.7977909552180114,2062.0
-2356.0,-3.855839922773962,2063.0
-2314.0,-3.913736668372017,2064.0
-2310.0,-3.9714789063477958,2065.0
-2310.0,-4.029064357136613,2066.0
-2290.0,-4.086490747363473,2067.0
-2328.0,-4.143755809932853,2068.0
-2296.0,-4.2008572841180385,2069.0
-2272.0,-4.257792915650731,2070.0
-2230.0,-4.31456045680959,2071.0
-2226.0,-4.371157666509326,2072.0
-2246.0,-4.427582310389009,2073.0
-2204.0,-4.483832160900312,2074.0
-2180.0,-4.539904997395486,2075.0
-2128.0,-4.595798606214862,2076.0
-2158.0,-4.651510780774595,2077.0
-2118.0,-4.707039321653302,2078.0
-2098.0,-4.762382036679395,2079.0
-2086.0,-4.817536741017153,2080.0
-2120.0,-4.872501257253321,2081.0
-2032.0,-4.92727341548291,2082.0
-2036.0,-4.981851053394899,2083.0
-2080.0,-5.036232016357596,2084.0
-2048.0,-5.090414157503696,2085.0
-2040.0,-5.1443953378150455,2086.0
-2016.0,-5.198173426207102,2087.0
-2034.0,-5.251746299612932,2088.0
-2050.0,-5.305111843067341,2089.0
-1974.0,-5.358267949789964,2090.0
-1992.0,-5.4112125212687525,2091.0
-1962.0,-5.463943467342682,2092.0
-1980.0,-5.516458706284291,2093.0
-1904.0,-5.5687561648818935,2094.0
-1944.0,-5.620833778521287,2095.0
-1930.0,-5.6726894912675725,2096.0
-1944.0,-5.724321255945913,2097.0
-1906.0,-5.775727034222678,2098.0
-1868.0,-5.826904796685759,2099.0
-1842.0,-5.877852522924726,2100.0
-1842.0,-5.9285682016105845,2101.0
-1856.0,-5.979049830575177,2102.0
-1884.0,-6.029295416890232,2103.0
-1836.0,-6.079302976946065,2104.0
-1862.0,-6.129070536529745,2105.0
-1834.0,-6.1785961309033475,2106.0
-1826.0,-6.2278778048811265,2107.0
-1798.0,-6.276913612907004,2108.0
-1776.0,-6.32570161913124,2109.0
-1758.0,-6.3742398974868895,2110.0
-1778.0,-6.422526531765833,2111.0
-1790.0,-6.47055961569443,2112.0
-1732.0,-6.518337253008771,2113.0
-1730.0,-6.565857557529572,2114.0
-1748.0,-6.613118653236523,2115.0
-1780.0,-6.660118674342518,2116.0
-1730.0,-6.706855765367199,2117.0
-1748.0,-6.75332808121024,2118.0
-1686.0,-6.799533787224185,2119.0
-1746.0,-6.845471059286876,2120.0
-1680.0,-6.891138083873498,2121.0
-1652.0,-6.936533058128034,2122.0
-1656.0,-6.9816541899347335,2123.0
-1688.0,-7.026499697988471,2124.0
-1680.0,-7.071067811865477,2125.0
-1682.0,-7.115356772092852,2126.0
-1626.0,-7.1593648302183075,2127.0
-1668.0,-7.203090248879063,2128.0
-1652.0,-7.246531301870457,2129.0
-1618.0,-7.2896862742141035,2130.0
-1642.0,-7.3325534622256106,2131.0
-1634.0,-7.375131173581723,2132.0
-1624.0,-7.417417727387397,2133.0
-1612.0,-7.4594114542418,2134.0
-1572.0,-7.501110696304595,2135.0
-1566.0,-7.542513807361035,2136.0
-1568.0,-7.583619152887213,2137.0
-1558.0,-7.624425110114493,2138.0
-1556.0,-7.664930068093487,2139.0
-1556.0,-7.705132427757901,2140.0
-1588.0,-7.745030601987323,2141.0
-1620.0,-7.784623015670239,2142.0
-1510.0,-7.8239081057658835,2143.0
-1544.0,-7.862884321366188,2144.0
-1554.0,-7.901550123756901,2145.0
-1570.0,-7.939903986478348,2146.0
-1566.0,-7.977944395385702,2147.0
-1508.0,-8.015669848708756,2148.0
-1514.0,-8.053078857111208,2149.0
-1492.0,-8.090169943749482,2150.0
-1540.0,-8.126941644330923,2151.0
-1516.0,-8.163392507171842,2152.0
-1510.0,-8.199521093254523,2153.0
-1482.0,-8.235325976284273,2154.0
-1518.0,-8.270805742745614,2155.0
-1500.0,-8.30595899195812,2156.0
-1502.0,-8.340784336131703,2157.0
-1494.0,-8.375280400421406,2158.0
-1490.0,-8.409445822981697,2159.0
-1498.0,-8.443279255020155,2160.0
-1496.0,-8.476779360850834,2161.0
-1466.0,-8.509944817946918,2162.0
-1458.0,-8.542774316992949,2163.0
-1478.0,-8.57526656193652,2164.0
-1478.0,-8.60742027003943,2165.0
-1454.0,-8.639234171928345,2166.0
-1456.0,-8.670707011644907,2167.0
-1448.0,-8.701837546695245,2168.0
-1422.0,-8.732624548099206,2169.0
-1432.0,-8.76306680043862,2170.0
-1432.0,-8.793163101905563,2171.0
-1488.0,-8.822912264349531,2172.0
-1436.0,-8.852313113324549,2173.0
-1406.0,-8.881364488135441,2174.0
-1436.0,-8.910065241883672,2175.0
-1436.0,-8.938414241512628,2176.0
-1412.0,-8.966410367852365,2177.0
-1394.0,-8.994052515663698,2178.0
-1406.0,-9.02133959368203,2179.0
-1398.0,-9.048270524660197,2180.0
-1392.0,-9.074844245411168,2181.0
-1416.0,-9.101059706849954,2182.0
-1420.0,-9.126915874035022,2183.0
-1434.0,-9.152411726209184,2184.0
-1416.0,-9.177546256839804,2185.0
-1388.0,-9.202318473658709,2186.0
-1366.0,-9.226727398701138,2187.0
-1410.0,-9.250772068344583,2188.0
-1380.0,-9.274451533346614,2189.0
-1406.0,-9.297764858882513,2190.0
-1378.0,-9.320711124582107,2191.0
-1422.0,-9.343289424566116,2192.0
-1342.0,-9.365498867481918,2193.0
-1362.0,-9.387338576538735,2194.0
-1350.0,-9.408807689542247,2195.0
-1356.0,-9.429905358928647,2196.0
-1364.0,-9.450630751798037,2197.0
-1374.0,-9.470983049947444,2198.0
-1376.0,-9.490961449902946,2199.0
-1360.0,-9.510565162951535,2200.0
-1340.0,-9.529793415172186,2201.0
-1400.0,-9.548645447466425,2202.0
-1346.0,-9.56712051558831,2203.0
-1378.0,-9.585217890173753,2204.0
-1360.0,-9.602936856769432,2205.0
-1348.0,-9.62027671586086,2206.0
-1376.0,-9.637236782900096,2207.0
-1382.0,-9.653816388332737,2208.0
-1382.0,-9.670014877624348,2209.0
-1378.0,-9.685831611286309,2210.0
-1348.0,-9.701265964901054,2211.0
-1332.0,-9.716317329146735,2212.0
-1348.0,-9.730985109821269,2213.0
-1324.0,-9.745268727865765,2214.0
-1356.0,-9.759167619387476,2215.0
-1330.0,-9.772681235681928,2216.0
-1324.0,-9.785809043254721,2217.0
-1338.0,-9.798550523842467,2218.0
-1362.0,-9.810905174433339,2219.0
-1346.0,-9.822872507286885,2220.0
-1316.0,-9.834452049953294,2221.0
-1328.0,-9.84564334529205,2222.0
-1324.0,-9.856445951489981,2223.0
-1318.0,-9.866859442078681,2224.0
-1398.0,-9.876883405951379,2225.0
-1362.0,-9.88651744737914,2226.0
-1354.0,-9.89576118602651,2227.0
-1314.0,-9.90461425696651,2228.0
-1324.0,-9.913076310695065,2229.0
-1344.0,-9.92114701314478,2230.0
-1340.0,-9.928826045698134,2231.0
-1306.0,-9.936113105200086,2232.0
-1332.0,-9.943007903969987,2233.0
-1344.0,-9.949510169813001,2234.0
-1360.0,-9.9556196460308,2235.0
-1342.0,-9.961336091431724,2236.0
-1312.0,-9.966659280340298,2237.0
-1318.0,-9.971589002606137,2238.0
-1320.0,-9.976125063612251,2239.0
-1326.0,-9.980267284282714,2240.0
-1314.0,-9.984015501089749,2241.0
-1298.0,-9.987369566060176,2242.0
-1306.0,-9.990329346781246,2243.0
-1314.0,-9.992894726405892,2244.0
-1308.0,-9.995065603657315,2245.0
-1310.0,-9.996841892833,2246.0
-1304.0,-9.998223523808091,2247.0
-1294.0,-9.99921044203816,2248.0
-1324.0,-9.999802608561371,2249.0
-1336.0,-10.0,2250.0
-1338.0,-9.999802608561371,2251.0
-1338.0,-9.99921044203816,2252.0
-1336.0,-9.99822352380809,2253.0
-1310.0,-9.996841892833,2254.0
-1326.0,-9.995065603657316,2255.0
-1312.0,-9.992894726405893,2256.0
-1262.0,-9.990329346781248,2257.0
-1316.0,-9.987369566060176,2258.0
-1324.0,-9.98401550108975,2259.0
-1310.0,-9.980267284282718,2260.0
-1274.0,-9.976125063612253,2261.0
-1356.0,-9.97158900260614,2262.0
-1320.0,-9.966659280340298,2263.0
-1330.0,-9.961336091431725,2264.0
-1274.0,-9.9556196460308,2265.0
-1302.0,-9.949510169813003,2266.0
-1314.0,-9.943007903969992,2267.0
-1308.0,-9.936113105200082,2268.0
-1308.0,-9.928826045698136,2269.0
-1322.0,-9.921147013144777,2270.0
-1340.0,-9.913076310695066,2271.0
-1342.0,-9.904614256966513,2272.0
-1316.0,-9.89576118602651,2273.0
-1302.0,-9.886517447379141,2274.0
-1328.0,-9.87688340595138,2275.0
-1306.0,-9.866859442078677,2276.0
-1336.0,-9.856445951489984,2277.0
-1334.0,-9.845643345292052,2278.0
-1338.0,-9.834452049953303,2279.0
-1342.0,-9.822872507286887,2280.0
-1334.0,-9.810905174433342,2281.0
-1334.0,-9.79855052384247,2282.0
-1324.0,-9.785809043254723,2283.0
-1372.0,-9.772681235681938,2284.0
-1376.0,-9.759167619387478,2285.0
-1356.0,-9.745268727865769,2286.0
-1310.0,-9.730985109821273,2287.0
-1342.0,-9.716317329146738,2288.0
-1372.0,-9.701265964901058,2289.0
-1362.0,-9.685831611286313,2290.0
-1346.0,-9.670014877624352,2291.0
-1364.0,-9.653816388332743,2292.0
-1380.0,-9.637236782900091,2293.0
-1356.0,-9.620276715860864,2294.0
-1332.0,-9.602936856769427,2295.0
-1388.0,-9.585217890173766,2296.0
-1346.0,-9.567120515588304,2297.0
-1348.0,-9.548645447466429,2298.0
-1354.0,-9.529793415172188,2299.0
-1388.0,-9.510565162951538,2300.0
-1348.0,-9.490961449902949,2301.0
-1364.0,-9.470983049947447,2302.0
-1384.0,-9.450630751798055,2303.0
-1352.0,-9.429905358928652,2304.0
-1374.0,-9.40880768954225,2305.0
-1356.0,-9.387338576538752,2306.0
-1366.0,-9.365498867481923,2307.0
-1400.0,-9.343289424566121,2308.0
-1400.0,-9.320711124582111,2309.0
-1356.0,-9.297764858882518,2310.0
-1358.0,-9.274451533346618,2311.0
-1406.0,-9.250772068344574,2312.0
-1378.0,-9.226727398701156,2313.0
-1376.0,-9.2023184736587,2314.0
-1396.0,-9.17754625683981,2315.0
-1392.0,-9.152411726209175,2316.0
-1398.0,-9.126915874035028,2317.0
-1432.0,-9.10105970684996,2318.0
-1408.0,-9.074844245411173,2319.0
-1420.0,-9.048270524660202,2320.0
-1392.0,-9.021339593682036,2321.0
-1438.0,-8.994052515663704,2322.0
-1476.0,-8.96641036785237,2323.0
-1456.0,-8.938414241512636,2324.0
-1446.0,-8.910065241883693,2325.0
-1448.0,-8.881364488135446,2326.0
-1420.0,-8.852313113324556,2327.0
-1460.0,-8.822912264349537,2328.0
-1420.0,-8.793163101905568,2329.0
-1464.0,-8.763066800438645,2330.0
-1404.0,-8.732624548099214,2331.0
-1456.0,-8.701837546695252,2332.0
-1458.0,-8.670707011644897,2333.0
-1472.0,-8.63923417192835,2334.0
-1494.0,-8.607420270039437,2335.0
-1468.0,-8.575266561936525,2336.0
-1458.0,-8.542774316992958,2337.0
-1472.0,-8.509944817946925,2338.0
-1470.0,-8.476779360850822,2339.0
-1480.0,-8.443279255020162,2340.0
-1486.0,-8.409445822981684,2341.0
-1492.0,-8.375280400421433,2342.0
-1492.0,-8.34078433613171,2343.0
-1520.0,-8.305958991958127,2344.0
-1488.0,-8.270805742745623,2345.0
-1552.0,-8.23532597628428,2346.0
-1518.0,-8.19952109325453,2347.0
-1564.0,-8.16339250717185,2348.0
-1530.0,-8.126941644330952,2349.0
-1550.0,-8.090169943749489,2350.0
-1506.0,-8.053078857111215,2351.0
-1506.0,-8.015669848708786,2352.0
-1556.0,-7.977944395385711,2353.0
-1560.0,-7.939903986478356,2354.0
-1552.0,-7.901550123756909,2355.0
-1522.0,-7.862884321366175,2356.0
-1580.0,-7.8239081057658915,2357.0
-1572.0,-7.784623015670224,2358.0
-1600.0,-7.745030601987354,2359.0
-1592.0,-7.7051324277578885,2360.0
-1570.0,-7.664930068093496,2361.0
-1598.0,-7.624425110114479,2362.0
-1586.0,-7.583619152887221,2363.0
-1582.0,-7.542513807361044,2364.0
-1620.0,-7.501110696304604,2365.0
-1608.0,-7.459411454241832,2366.0
-1584.0,-7.417417727387406,2367.0
-1628.0,-7.375131173581732,2368.0
-1618.0,-7.332553462225619,2369.0
-1624.0,-7.289686274214113,2370.0
-1662.0,-7.246531301870491,2371.0
-1604.0,-7.203090248879072,2372.0
-1682.0,-7.159364830218317,2373.0
-1690.0,-7.115356772092863,2374.0
-1648.0,-7.071067811865487,2375.0
-1662.0,-7.026499697988506,2376.0
-1662.0,-6.981654189934718,2377.0
-1688.0,-6.9365330581280435,2378.0
-1670.0,-6.891138083873481,2379.0
-1704.0,-6.845471059286886,2380.0
-1692.0,-6.7995337872241945,2381.0
-1744.0,-6.753328081210251,2382.0
-1706.0,-6.706855765367209,2383.0
-1718.0,-6.660118674342527,2384.0
-1758.0,-6.613118653236507,2385.0
-1736.0,-6.565857557529582,2386.0
-1752.0,-6.518337253008781,2387.0
-1794.0,-6.470559615694467,2388.0
-1752.0,-6.422526531765843,2389.0
-1780.0,-6.3742398974869,2390.0
-1786.0,-6.32570161913125,2391.0
-1816.0,-6.2769136129070136,2392.0
-1832.0,-6.227877804881137,2393.0
-1840.0,-6.178596130903359,2394.0
-1796.0,-6.129070536529754,2395.0
-1844.0,-6.0793029769460745,2396.0
-1844.0,-6.0292954168902435,2397.0
-1850.0,-5.979049830575188,2398.0
-1896.0,-5.928568201610594,2399.0
-1838.0,-5.877852522924737,2400.0
-1888.0,-5.8269047966857705,2401.0
-1936.0,-5.77572703422266,2402.0
-1916.0,-5.724321255945925,2403.0
-1924.0,-5.672689491267554,2404.0
-1872.0,-5.6208337785213285,2405.0
-1942.0,-5.568756164881876,2406.0
-1936.0,-5.516458706284302,2407.0
-1904.0,-5.463943467342693,2408.0
-1942.0,-5.411212521268764,2409.0
-1964.0,-5.358267949789975,2410.0
-2004.0,-5.305111843067353,2411.0
-1960.0,-5.2517462996129725,2412.0
-1992.0,-5.198173426207115,2413.0
-2028.0,-5.144395337815056,2414.0
-2080.0,-5.090414157503739,2415.0
-2096.0,-5.036232016357607,2416.0
-2118.0,-4.9818510533949105,2417.0
-2098.0,-4.927273415482921,2418.0
-2094.0,-4.872501257253332,2419.0
-2096.0,-4.8175367410171654,2420.0
-2112.0,-4.762382036679376,2421.0
-2122.0,-4.707039321653345,2422.0
-2160.0,-4.651510780774575,2423.0
-2180.0,-4.595798606214874,2424.0
-2178.0,-4.539904997395467,2425.0
-2240.0,-4.483832160900325,2426.0
-2202.0,-4.42758231038902,2427.0
-2206.0,-4.371157666509339,2428.0
-2304.0,-4.314560456809603,2429.0
-2256.0,-4.257792915650743,2430.0
-2232.0,-4.20085728411805,2431.0
-2252.0,-4.143755809932864,2432.0
-2298.0,-4.086490747363484,2433.0
-2320.0,-4.029064357136657,2434.0
-2322.0,-3.9714789063478078,2435.0
-2352.0,-3.9137366683720294,2436.0
-2390.0,-3.855839922773974,2437.0
-2364.0,-3.797790955218024,2438.0
-2374.0,-3.7395920573780206,2439.0
-2372.0,-3.6812455268467996,2440.0
-2372.0,-3.6227536670454477,2441.0
-2416.0,-3.5641187871325015,2442.0
-2414.0,-3.505343201912588,2443.0
-2438.0,-3.446429231745172,2444.0
-2418.0,-3.3873792024529186,2445.0
-2408.0,-3.328195445229875,2446.0
-2428.0,-3.2688802965494372,2447.0
-2456.0,-3.2094360980720777,2448.0
-2466.0,-3.1498651965530677,2449.0
-2442.0,-3.090169943749464,2450.0
-2468.0,-3.030352696327767,2451.0
-2466.0,-2.9704158157703464,2452.0
-2474.0,-2.9103616682827194,2453.0
-2478.0,-2.850192624699766,2454.0
-2462.0,-2.789911060392301,2455.0
-2476.0,-2.729519355173265,2456.0
-2478.0,-2.669019893203772,2457.0
-2480.0,-2.6084150628989895,2458.0
-2482.0,-2.5477072568338457,2459.0
-2472.0,-2.486898871648541,2460.0
-2484.0,-2.4259923079541057,2461.0
-2486.0,-2.3649899702372474,2462.0
-2484.0,-2.3038942667659104,2463.0
-2482.0,-2.24270760949382,2464.0
-2484.0,-2.1814324139654033,2465.0
-2488.0,-2.1200710992205627,2466.0
-2500.0,-2.0586260876987987,2467.0
-2492.0,-1.997099805144094,2468.0
-2486.0,-1.9354946805085955,2469.0
-2498.0,-1.873813145857243,2470.0
-2498.0,-1.812057636271374,2471.0
-2492.0,-1.7502305897527648,2472.0
-2498.0,-1.688334447127347,2473.0
-2492.0,-1.626371651948848,2474.0
-2494.0,-1.5643446504023248,2475.0
-2498.0,-1.5022558912075903,2476.0
-2492.0,-1.4401078255225102,2477.0
-2496.0,-1.3779029068464084,2478.0
-2494.0,-1.3156435909228215,2479.0
-2494.0,-1.2533323356430779,2480.0
-2494.0,-1.1909716009487015,2481.0
-2498.0,-1.1285638487348248,2482.0
-2500.0,-1.066111542752611,2483.0
-2500.0,-1.0036171485121645,2484.0
-2500.0,-0.9410831331851628,2485.0
-2496.0,-0.8785119655074201,2486.0
-2496.0,-0.8159061156815677,2487.0
-2498.0,-0.7532680552793232,2488.0
-2500.0,-0.6906002571440578,2489.0
-2500.0,-0.6279051952931375,2490.0
-2494.0,-0.5651853448202528,2491.0
-2498.0,-0.5024431817977072,2492.0
-2500.0,-0.43968118317866456,2493.0
-2498.0,-0.3769018266993293,2494.0
-2500.0,-0.31410759078130623,2495.0
-2496.0,-0.25130095443336653,2496.0
-2500.0,-0.18848439715411291,2497.0
-2500.0,-0.12566039883352562,2498.0
-2496.0,-0.06283143965559294,2499.0
-2494.0,-7.347880794884118e-15,2500.0
-2500.0,0.06283143965557825,2501.0
-2498.0,0.1256603988335109,2502.0
-2496.0,0.1884843971540627,2503.0
-2498.0,0.25130095443335176,2504.0
-2496.0,0.31410759078125605,2505.0
-2498.0,0.37690182669935013,2506.0
-2498.0,0.43968118317864985,2507.0
-2500.0,0.5024431817976924,2508.0
-2494.0,0.5651853448202383,2509.0
-2498.0,0.6279051952931229,2510.0
-2500.0,0.6906002571440786,2511.0
-2498.0,0.7532680552793085,2512.0
-2496.0,0.8159061156815883,2513.0
-2500.0,0.8785119655074053,2514.0
-2494.0,0.9410831331851482,2515.0
-2498.0,1.0036171485121501,2516.0
-2496.0,1.0661115427525965,2517.0
-2496.0,1.1285638487348102,2518.0
-2500.0,1.1909716009486868,2519.0
-2498.0,1.2533323356430282,2520.0
-2500.0,1.3156435909228068,2521.0
-2494.0,1.3779029068463586,2522.0
-2494.0,1.4401078255225308,2523.0
-2498.0,1.5022558912075406,2524.0
-2492.0,1.56434465040231,2525.0
-2496.0,1.6263716519487987,2526.0
-2498.0,1.6883344471273327,2527.0
-2498.0,1.7502305897527504,2528.0
-2490.0,1.8120576362713599,2529.0
-2494.0,1.8738131458572636,2530.0
-2498.0,1.9354946805085809,2531.0
-2496.0,1.9970998051440798,2532.0
-2490.0,2.0586260876988187,2533.0
-2484.0,2.120071099220548,2534.0
-2490.0,2.1814324139654233,2535.0
-2486.0,2.242707609493806,2536.0
-2496.0,2.303894266765896,2537.0
-2490.0,2.3649899702372332,2538.0
-2472.0,2.4259923079540573,2539.0
-2494.0,2.4868988716485614,2540.0
-2490.0,2.5477072568337973,2541.0
-2474.0,2.608415062898975,2542.0
-2480.0,2.6690198932037235,2543.0
-2476.0,2.7295193551732506,2544.0
-2480.0,2.789911060392287,2545.0
-2458.0,2.850192624699752,2546.0
-2462.0,2.9103616682827056,2547.0
-2450.0,2.9704158157703326,2548.0
-2446.0,3.0303526963277196,2549.0
-2458.0,3.090169943749484,2550.0
-2458.0,3.149865196553054,2551.0
-2440.0,3.2094360980720973,2552.0
-2460.0,3.2688802965494235,2553.0
-2416.0,3.328195445229861,2554.0
-2438.0,3.3873792024529052,2555.0
-2430.0,3.4464292317451584,2556.0
-2420.0,3.5053432019126074,2557.0
-2416.0,3.5641187871324878,2558.0
-2412.0,3.6227536670454668,2559.0
-2410.0,3.6812455268467525,2560.0
-2394.0,3.739592057378007,2561.0
-2372.0,3.79779095521801,2562.0
-2346.0,3.855839922773961,2563.0
-2328.0,3.913736668372016,2564.0
-2336.0,3.9714789063477944,2565.0
-2316.0,4.029064357136612,2566.0
-2332.0,4.086490747363472,2567.0
-2308.0,4.143755809932819,2568.0
-2260.0,4.200857284118069,2569.0
-2274.0,4.257792915650697,2570.0
-2246.0,4.314560456809589,2571.0
-2258.0,4.371157666509325,2572.0
-2246.0,4.427582310389008,2573.0
-2218.0,4.483832160900343,2574.0
-2202.0,4.539904997395453,2575.0
-2228.0,4.595798606214892,2576.0
-2122.0,4.651510780774562,2577.0
-2142.0,4.707039321653332,2578.0
-2120.0,4.762382036679394,2579.0
-2124.0,4.817536741017152,2580.0
-2098.0,4.87250125725332,2581.0
-2124.0,4.927273415482908,2582.0
-2074.0,4.981851053394898,2583.0
-2106.0,5.036232016357594,2584.0
-2030.0,5.090414157503695,2585.0
-2012.0,5.144395337815074,2586.0
-2018.0,5.198173426207071,2587.0
-2020.0,5.251746299612961,2588.0
-2018.0,5.30511184306731,2589.0
-1974.0,5.358267949789964,2590.0
-1928.0,5.411212521268752,2591.0
-1914.0,5.463943467342681,2592.0
-1920.0,5.51645870628429,2593.0
-1936.0,5.568756164881864,2594.0
-1944.0,5.620833778521316,2595.0
-1958.0,5.672689491267572,2596.0
-1934.0,5.724321255945912,2597.0
-1890.0,5.775727034222676,2598.0
-1884.0,5.826904796685758,2599.0
-1884.0,5.877852522924725,2600.0
-1890.0,5.928568201610584,2601.0
-1796.0,5.9790498305751765,2602.0
-1854.0,6.02929541689026,2603.0
-1808.0,6.079302976946035,2604.0
-1824.0,6.129070536529771,2605.0
-1858.0,6.178596130903319,2606.0
-1764.0,6.227877804881126,2607.0
-1820.0,6.276913612907002,2608.0
-1784.0,6.325701619131239,2609.0
-1784.0,6.374239897486889,2610.0
-1768.0,6.422526531765832,2611.0
-1754.0,6.4705596156944285,2612.0
-1740.0,6.51833725300877,2613.0
-1710.0,6.565857557529544,2614.0
-1772.0,6.613118653236523,2615.0
-1708.0,6.660118674342517,2616.0
-1728.0,6.706855765367198,2617.0
-1716.0,6.753328081210239,2618.0
-1740.0,6.799533787224183,2619.0
-1706.0,6.8454710592869015,2620.0
-1706.0,6.8911380838734715,2621.0
-1680.0,6.9365330581280595,2622.0
-1686.0,6.981654189934707,2623.0
-1672.0,7.026499697988495,2624.0
-1680.0,7.0710678118654755,2625.0
-1682.0,7.115356772092851,2626.0
-1662.0,7.159364830218307,2627.0
-1628.0,7.203090248879062,2628.0
-1638.0,7.246531301870457,2629.0
-1618.0,7.289686274214102,2630.0
-1636.0,7.332553462225585,2631.0
-1624.0,7.375131173581745,2632.0
-1600.0,7.417417727387372,2633.0
-1604.0,7.459411454241822,2634.0
-1590.0,7.50111069630457,2635.0
-1640.0,7.5425138073610345,2636.0
-1586.0,7.583619152887212,2637.0
-1554.0,7.62442511011447,2638.0
-1612.0,7.6649300680935095,2639.0
-1540.0,7.705132427757878,2640.0
-1562.0,7.745030601987343,2641.0
-1570.0,7.784623015670238,2642.0
-1548.0,7.823908105765883,2643.0
-1550.0,7.862884321366188,2644.0
-1544.0,7.9015501237569,2645.0
-1546.0,7.939903986478347,2646.0
-1536.0,7.977944395385702,2647.0
-1514.0,8.015669848708756,2648.0
-1544.0,8.053078857111228,2649.0
-1540.0,8.090169943749459,2650.0
-1514.0,8.126941644330943,2651.0
-1530.0,8.163392507171821,2652.0
-1542.0,8.199521093254523,2653.0
-1484.0,8.23532597628427,2654.0
-1496.0,8.270805742745612,2655.0
-1532.0,8.30595899195812,2656.0
-1504.0,8.340784336131703,2657.0
-1508.0,8.375280400421406,2658.0
-1480.0,8.409445822981677,2659.0
-1480.0,8.443279255020155,2660.0
-1486.0,8.476779360850834,2661.0
-1458.0,8.509944817946916,2662.0
-1464.0,8.542774316992949,2663.0
-1458.0,8.575266561936518,2664.0
-1478.0,8.60742027003943,2665.0
-1440.0,8.639234171928363,2666.0
-1434.0,8.67070701164489,2667.0
-1452.0,8.701837546695263,2668.0
-1426.0,8.732624548099187,2669.0
-1390.0,8.763066800438637,2670.0
-1462.0,8.793163101905563,2671.0
-1430.0,8.822912264349531,2672.0
-1412.0,8.852313113324549,2673.0
-1426.0,8.88136448813544,2674.0
-1420.0,8.910065241883672,2675.0
-1432.0,8.938414241512628,2676.0
-1426.0,8.966410367852347,2677.0
-1472.0,8.994052515663713,2678.0
-1414.0,9.021339593682015,2679.0
-1422.0,9.048270524660195,2680.0
-1412.0,9.074844245411168,2681.0
-1392.0,9.101059706849954,2682.0
-1422.0,9.126915874035038,2683.0
-1434.0,9.152411726209168,2684.0
-1382.0,9.177546256839818,2685.0
-1404.0,9.202318473658694,2686.0
-1420.0,9.22672739870115,2687.0
-1382.0,9.250772068344581,2688.0
-1402.0,9.274451533346612,2689.0
-1394.0,9.297764858882513,2690.0
-1388.0,9.320711124582106,2691.0
-1396.0,9.343289424566116,2692.0
-1374.0,9.365498867481918,2693.0
-1380.0,9.387338576538735,2694.0
-1358.0,9.40880768954226,2695.0
-1368.0,9.429905358928636,2696.0
