a_frac,b_frac,c_frac,time
0.344,0.47,0.186,20.34000000000038
0.3436,0.47,0.1864,20.35000000000038
0.3444,0.4692,0.1864,20.360000000000383
0.3448,0.4688,0.1864,20.370000000000385
0.3456,0.468,0.1864,20.380000000000386
0.346,0.4676,0.1864,20.390000000000388
0.346,0.4688,0.1852,20.40000000000039
0.3464,0.4688,0.1848,20.41000000000039
0.3468,0.4684,0.1848,20.420000000000393
0.3468,0.4684,0.1848,20.430000000000394
0.348,0.4676,0.1844,20.440000000000396
0.348,0.4672,0.1848,20.450000000000397
0.3476,0.4672,0.1852,20.4600000000004
0.3488,0.466,0.1852,20.4700000000004
0.3492,0.4656,0.1852,20.480000000000402
0.3492,0.4656,0.1852,20.490000000000403
0.3496,0.4652,0.1852,20.500000000000405
0.3496,0.4648,0.1856,20.510000000000407
0.3504,0.464,0.1856,20.520000000000408
0.3512,0.4632,0.1856,20.53000000000041
0.3512,0.4636,0.1852,20.54000000000041
0.3512,0.4632,0.1856,20.550000000000413
0.3512,0.4632,0.1856,20.560000000000414
0.352,0.4624,0.1856,20.570000000000416
0.3516,0.4624,0.186,20.580000000000418
0.3528,0.4612,0.186,20.59000000000042
0.3528,0.4612,0.186,20.60000000000042
0.3532,0.4608,0.186,20.610000000000422
0.3528,0.4608,0.1864,20.620000000000424
0.3532,0.4608,0.186,20.630000000000425
0.3536,0.4608,0.1856,20.640000000000427
0.3532,0.4612,0.1856,20.65000000000043
0.354,0.4604,0.1856,20.66000000000043
0.3552,0.4592,0.1856,20.67000000000043
0.356,0.4584,0.1856,20.680000000000433
0.356,0.4584,0.1856,20.690000000000435
0.356,0.4584,0.1856,20.700000000000436
0.3564,0.4584,0.1852,20.710000000000438
0.3572,0.4576,0.1852,20.72000000000044
0.3572,0.4572,0.1856,20.73000000000044
0.3588,0.4556,0.1856,20.740000000000443
0.3596,0.4552,0.1852,20.750000000000444
0.36,0.4548,0.1852,20.760000000000446
0.3608,0.454,0.1852,20.770000000000447
0.3612,0.4536,0.1852,20.78000000000045
0.3616,0.4532,0.1852,20.79000000000045
0.3612,0.4532,0.1856,20.800000000000452
0.362,0.4528,0.1852,20.810000000000453
0.3628,0.452,0.1852,20.820000000000455
0.3632,0.4512,0.1856,20.830000000000457
0.3652,0.4496,0.1852,20.840000000000458
0.3668,0.448,0.1852,20.85000000000046
0.3668,0.4484,0.1848,20.86000000000046
0.3676,0.4476,0.1848,20.870000000000463
0.3676,0.4476,0.1848,20.880000000000464
0.368,0.4472,0.1848,20.890000000000466
0.368,0.4472,0.1848,20.900000000000468
0.368,0.4476,0.1844,20.91000000000047
0.368,0.4476,0.1844,20.92000000000047
0.368,0.4476,0.1844,20.930000000000472
0.3684,0.4476,0.184,20.940000000000474
0.3688,0.4476,0.1836,20.950000000000475
0.3696,0.4468,0.1836,20.960000000000477
0.3704,0.4464,0.1832,20.97000000000048
0.3712,0.4456,0.1832,20.98000000000048
0.3712,0.4456,0.1832,20.99000000000048
0.3712,0.4456,0.1832,21.000000000000483
0.3728,0.4444,0.1828,21.010000000000485
0.3736,0.4436,0.1828,21.020000000000486
0.3744,0.4428,0.1828,21.030000000000488
0.3752,0.4424,0.1824,21.04000000000049
0.3756,0.4416,0.1828,21.05000000000049
0.376,0.4412,0.1828,21.060000000000493
0.376,0.4412,0.1828,21.070000000000494
0.3768,0.4404,0.1828,21.080000000000496
0.3764,0.4404,0.1832,21.090000000000497
0.3764,0.4412,0.1824,21.1000000000005
0.3768,0.4412,0.182,21.1100000000005
0.3772,0.4408,0.182,21.120000000000502
0.378,0.44,0.182,21.130000000000503
0.3776,0.44,0.1824,21.140000000000505
0.3776,0.44,0.1824,21.150000000000507
0.378,0.4396,0.1824,21.160000000000508
0.378,0.4396,0.1824,21.17000000000051
0.3792,0.4384,0.1824,21.18000000000051
0.38,0.4376,0.1824,21.190000000000513
0.3804,0.4372,0.1824,21.200000000000514
0.3804,0.4376,0.182,21.210000000000516
0.3804,0.4376,0.182,21.220000000000518
0.3812,0.4372,0.1816,21.23000000000052
0.3816,0.4368,0.1816,21.24000000000052
0.3816,0.4368,0.1816,21.250000000000522
0.3816,0.4372,0.1812,21.260000000000524
0.3824,0.4368,0.1808,21.270000000000525
0.3828,0.4368,0.1804,21.280000000000527
0.3836,0.436,0.1804,21.29000000000053
0.3844,0.4352,0.1804,21.30000000000053
0.3844,0.4352,0.1804,21.31000000000053
0.3848,0.4348,0.1804,21.320000000000533
0.3852,0.4344,0.1804,21.330000000000535
0.3864,0.4332,0.1804,21.340000000000536
0.3868,0.4328,0.1804,21.350000000000538
0.3872,0.4328,0.18,21.36000000000054
0.3884,0.4316,0.18,21.37000000000054
0.3884,0.432,0.1796,21.380000000000543
0.3892,0.4312,0.1796,21.390000000000544
0.3896,0.4308,0.1796,21.400000000000546
0.3904,0.4304,0.1792,21.410000000000547
0.3908,0.4304,0.1788,21.42000000000055
0.3904,0.4308,0.1788,21.43000000000055
0.39,0.4308,0.1792,21.440000000000552
0.3904,0.4304,0.1792,21.450000000000554
0.3916,0.4296,0.1788,21.460000000000555
0.392,0.4292,0.1788,21.470000000000557
0.3928,0.4284,0.1788,21.480000000000558
0.3932,0.428,0.1788,21.49000000000056
0.3932,0.428,0.1788,21.50000000000056
0.3932,0.428,0.1788,21.510000000000563
0.3932,0.428,0.1788,21.520000000000564
0.394,0.4268,0.1792,21.530000000000566
0.3936,0.4276,0.1788,21.540000000000568
0.3936,0.4276,0.1788,21.55000000000057
0.3944,0.4268,0.1788,21.56000000000057
0.3944,0.4268,0.1788,21.570000000000572
0.3944,0.4268,0.1788,21.580000000000574
0.394,0.4272,0.1788,21.590000000000575
0.3944,0.4268,0.1788,21.600000000000577
0.3956,0.426,0.1784,21.61000000000058
0.3948,0.4264,0.1788,21.62000000000058
0.3952,0.426,0.1788,21.63000000000058
0.3952,0.426,0.1788,21.640000000000583
0.3952,0.426,0.1788,21.650000000000585
0.3952,0.4256,0.1792,21.660000000000586
0.3956,0.4252,0.1792,21.670000000000588
0.3952,0.4256,0.1792,21.68000000000059
0.396,0.4252,0.1788,21.69000000000059
0.3968,0.4244,0.1788,21.700000000000593
0.3968,0.4244,0.1788,21.710000000000594
0.3972,0.424,0.1788,21.720000000000596
0.3976,0.4232,0.1792,21.730000000000597
0.398,0.4228,0.1792,21.7400000000006
0.398,0.4228,0.1792,21.7500000000006
0.3996,0.4212,0.1792,21.760000000000602
0.4004,0.4204,0.1792,21.770000000000604
0.3996,0.4204,0.18,21.780000000000605
0.4,0.4204,0.1796,21.790000000000607
0.4,0.42,0.18,21.80000000000061
0.4016,0.4184,0.18,21.81000000000061
0.4012,0.4184,0.1804,21.82000000000061
0.4012,0.4184,0.1804,21.830000000000613
0.4028,0.4168,0.1804,21.840000000000614
0.4028,0.4168,0.1804,21.850000000000616
0.4032,0.4164,0.1804,21.860000000000618
0.404,0.4156,0.1804,21.87000000000062
0.4044,0.4152,0.1804,21.88000000000062
0.4048,0.4148,0.1804,21.890000000000622
0.4052,0.4144,0.1804,21.900000000000624
0.4056,0.4144,0.18,21.910000000000625
0.4056,0.4144,0.18,21.920000000000627
0.4056,0.4144,0.18,21.93000000000063
0.406,0.414,0.18,21.94000000000063
0.406,0.414,0.18,21.95000000000063
0.4068,0.4132,0.18,21.960000000000633
0.4072,0.4124,0.1804,21.970000000000635
0.4072,0.4124,0.1804,21.980000000000636
0.4084,0.4112,0.1804,21.990000000000638
0.4084,0.4124,0.1792,22.00000000000064
0.4088,0.412,0.1792,22.01000000000064
0.4092,0.4116,0.1792,22.020000000000643
0.4088,0.412,0.1792,22.030000000000644
0.4088,0.4124,0.1788,22.040000000000646
0.41,0.4116,0.1784,22.050000000000647
0.41,0.412,0.178,22.06000000000065
0.41,0.412,0.178,22.07000000000065
0.4108,0.4112,0.178,22.080000000000652
0.412,0.4096,0.1784,22.090000000000654
0.4132,0.4084,0.1784,22.100000000000655
0.4144,0.4072,0.1784,22.110000000000657
0.4144,0.4072,0.1784,22.12000000000066
0.414,0.4076,0.1784,22.13000000000066
0.4148,0.4068,0.1784,22.14000000000066
0.4152,0.4064,0.1784,22.150000000000663
0.4152,0.4064,0.1784,22.160000000000664
0.4156,0.4064,0.178,22.170000000000666
0.4156,0.4064,0.178,22.180000000000668
0.4156,0.4064,0.178,22.19000000000067
0.4168,0.4052,0.178,22.20000000000067
0.418,0.404,0.178,22.210000000000672
0.418,0.404,0.178,22.220000000000674
0.4188,0.4032,0.178,22.230000000000675
0.4192,0.404,0.1768,22.240000000000677
0.4192,0.404,0.1768,22.25000000000068
0.4196,0.4036,0.1768,22.26000000000068
0.4196,0.4036,0.1768,22.27000000000068
0.4192,0.404,0.1768,22.280000000000683
0.4192,0.404,0.1768,22.290000000000685
0.4196,0.4036,0.1768,22.300000000000686
0.42,0.4032,0.1768,22.310000000000688
0.4204,0.4028,0.1768,22.32000000000069
0.4204,0.4028,0.1768,22.33000000000069
0.42,0.4028,0.1772,22.340000000000693
0.4204,0.4024,0.1772,22.350000000000694
0.4204,0.4024,0.1772,22.360000000000696
0.4204,0.4024,0.1772,22.370000000000697
0.4204,0.4024,0.1772,22.3800000000007
0.4216,0.4012,0.1772,22.3900000000007
0.4212,0.4012,0.1776,22.400000000000702
0.4216,0.4008,0.1776,22.410000000000704
0.4224,0.4008,0.1768,22.420000000000705
0.4224,0.4008,0.1768,22.430000000000707
0.4228,0.4004,0.1768,22.44000000000071
0.4232,0.4,0.1768,22.45000000000071
0.4236,0.3996,0.1768,22.46000000000071
0.4236,0.3996,0.1768,22.470000000000713
0.424,0.3996,0.1764,22.480000000000715
0.4248,0.3988,0.1764,22.490000000000716
0.4248,0.3988,0.1764,22.500000000000718
0.4256,0.3988,0.1756,22.51000000000072
0.4256,0.3992,0.1752,22.52000000000072
0.4256,0.3992,0.1752,22.530000000000722
0.4264,0.3984,0.1752,22.540000000000724
0.4268,0.3984,0.1748,22.550000000000725
0.4268,0.3988,0.1744,22.560000000000727
0.4268,0.3984,0.1748,22.57000000000073
0.4272,0.398,0.1748,22.58000000000073
0.4272,0.398,0.1748,22.59000000000073
0.4288,0.3964,0.1748,22.600000000000733
0.4288,0.3964,0.1748,22.610000000000735
0.4296,0.3956,0.1748,22.620000000000736
0.4296,0.3956,0.1748,22.630000000000738
0.43,0.396,0.174,22.64000000000074
0.43,0.3964,0.1736,22.65000000000074
0.4308,0.3956,0.1736,22.660000000000743
0.4324,0.394,0.1736,22.670000000000744
0.4332,0.3936,0.1732,22.680000000000746
0.4332,0.3936,0.1732,22.690000000000747
0.4336,0.3932,0.1732,22.70000000000075
0.434,0.3928,0.1732,22.71000000000075
0.4352,0.3916,0.1732,22.720000000000752
0.436,0.3908,0.1732,22.730000000000754
0.4368,0.39,0.1732,22.740000000000755
0.4376,0.39,0.1724,22.750000000000757
0.438,0.3896,0.1724,22.76000000000076
0.438,0.3896,0.1724,22.77000000000076
0.4376,0.3896,0.1728,22.78000000000076
0.4376,0.39,0.1724,22.790000000000763
0.4384,0.3892,0.1724,22.800000000000765
0.438,0.3892,0.1728,22.810000000000766
0.438,0.3892,0.1728,22.820000000000768
0.438,0.3892,0.1728,22.83000000000077
0.4384,0.3888,0.1728,22.84000000000077
0.4396,0.388,0.1724,22.850000000000772
0.4396,0.388,0.1724,22.860000000000774
0.44,0.3876,0.1724,22.870000000000775
0.4404,0.3872,0.1724,22.880000000000777
0.4408,0.3868,0.1724,22.89000000000078
0.4412,0.3864,0.1724,22.90000000000078
0.4412,0.3868,0.172,22.91000000000078
0.442,0.3864,0.1716,22.920000000000783
0.4424,0.3856,0.172,22.930000000000785
0.4428,0.3852,0.172,22.940000000000786
0.4432,0.3848,0.172,22.950000000000788
0.4432,0.3848,0.172,22.96000000000079
0.4432,0.3848,0.172,22.97000000000079
0.4428,0.3848,0.1724,22.980000000000793
0.4432,0.3844,0.1724,22.990000000000794
0.4436,0.384,0.1724,23.000000000000796
0.444,0.3836,0.1724,23.010000000000797
0.4444,0.3836,0.172,23.0200000000008
0.4448,0.3832,0.172,23.0300000000008
0.4448,0.3832,0.172,23.040000000000802
0.4444,0.3832,0.1724,23.050000000000804
0.4444,0.3836,0.172,23.060000000000805
0.4448,0.3836,0.1716,23.070000000000807
0.4452,0.3832,0.1716,23.08000000000081
0.446,0.3824,0.1716,23.09000000000081
0.4472,0.3812,0.1716,23.10000000000081
0.4472,0.3816,0.1712,23.110000000000813
0.448,0.3808,0.1712,23.120000000000815
0.4496,0.3792,0.1712,23.130000000000816
0.4496,0.3792,0.1712,23.140000000000818
0.4496,0.3792,0.1712,23.15000000000082
0.45,0.3788,0.1712,23.16000000000082
0.4512,0.3776,0.1712,23.170000000000822
0.452,0.3768,0.1712,23.180000000000824
0.4524,0.3764,0.1712,23.190000000000826
0.452,0.3764,0.1716,23.200000000000827
0.452,0.3764,0.1716,23.21000000000083
0.4524,0.376,0.1716,23.22000000000083
0.4528,0.376,0.1712,23.23000000000083
0.4528,0.3764,0.1708,23.240000000000833
0.4528,0.3768,0.1704,23.250000000000835
0.4536,0.376,0.1704,23.260000000000836
0.4544,0.3752,0.1704,23.270000000000838
0.4548,0.3748,0.1704,23.28000000000084
0.4548,0.3752,0.17,23.29000000000084
0.4544,0.3752,0.1704,23.300000000000843
0.4544,0.3752,0.1704,23.310000000000844
0.4544,0.3752,0.1704,23.320000000000846
0.4548,0.3748,0.1704,23.330000000000847
0.4556,0.374,0.1704,23.34000000000085
0.4556,0.374,0.1704,23.35000000000085
0.456,0.3736,0.1704,23.360000000000852
0.456,0.3736,0.1704,23.370000000000854
0.4568,0.3728,0.1704,23.380000000000855
0.458,0.3716,0.1704,23.390000000000857
0.4588,0.3708,0.1704,23.40000000000086
0.46,0.37,0.17,23.41000000000086
0.4604,0.3696,0.17,23.42000000000086
0.4612,0.3692,0.1696,23.430000000000863
0.4612,0.3692,0.1696,23.440000000000865
0.4616,0.3692,0.1692,23.450000000000866
0.4616,0.3692,0.1692,23.460000000000868
0.462,0.3688,0.1692,23.47000000000087
0.462,0.3688,0.1692,23.48000000000087
0.4624,0.3684,0.1692,23.490000000000872
0.4628,0.3684,0.1688,23.500000000000874
0.4632,0.368,0.1688,23.510000000000876
0.4644,0.3668,0.1688,23.520000000000877
0.4648,0.3664,0.1688,23.53000000000088
0.4652,0.3664,0.1684,23.54000000000088
0.4656,0.366,0.1684,23.550000000000882
0.466,0.3656,0.1684,23.560000000000883
0.4668,0.3644,0.1688,23.570000000000885
0.4668,0.3644,0.1688,23.580000000000886
0.4672,0.364,0.1688,23.590000000000888
0.4672,0.3636,0.1692,23.60000000000089
0.4676,0.3632,0.1692,23.61000000000089
0.468,0.3632,0.1688,23.620000000000893
0.4684,0.3628,0.1688,23.630000000000894
0.4688,0.3624,0.1688,23.640000000000896
0.4692,0.362,0.1688,23.650000000000897
0.4696,0.3616,0.1688,23.6600000000009
0.47,0.3612,0.1688,23.6700000000009
0.47,0.3612,0.1688,23.680000000000902
0.47,0.3612,0.1688,23.690000000000904
0.4704,0.3608,0.1688,23.700000000000905
0.47,0.3608,0.1692,23.710000000000907
0.4704,0.3604,0.1692,23.72000000000091
0.4708,0.3604,0.1688,23.73000000000091
0.4716,0.3596,0.1688,23.74000000000091
0.472,0.3592,0.1688,23.750000000000913
0.4728,0.3584,0.1688,23.760000000000915
0.4728,0.3588,0.1684,23.770000000000916
0.4724,0.3588,0.1688,23.780000000000918
0.4724,0.3592,0.1684,23.79000000000092
0.4728,0.3588,0.1684,23.80000000000092
0.4728,0.3588,0.1684,23.810000000000922
0.4736,0.358,0.1684,23.820000000000924
0.4736,0.3584,0.168,23.830000000000926
0.4744,0.3576,0.168,23.840000000000927
0.474,0.3576,0.1684,23.85000000000093
0.474,0.3576,0.1684,23.86000000000093
0.4748,0.3568,0.1684,23.870000000000932
0.4752,0.3564,0.1684,23.880000000000933
0.4756,0.356,0.1684,23.890000000000935
0.476,0.3556,0.1684,23.900000000000936
0.4768,0.3548,0.1684,23.910000000000938
0.4776,0.3544,0.168,23.92000000000094
0.4784,0.3536,0.168,23.93000000000094
0.48,0.3524,0.1676,23.940000000000943
0.4804,0.3524,0.1672,23.950000000000944
0.4808,0.3524,0.1668,23.960000000000946
0.4808,0.352,0.1672,23.970000000000947
0.4816,0.3508,0.1676,23.98000000000095
0.482,0.3504,0.1676,23.99000000000095
0.482,0.3504,0.1676,24.000000000000952
0.4828,0.3496,0.1676,24.010000000000954
0.4828,0.35,0.1672,24.020000000000955
0.4832,0.35,0.1668,24.030000000000957
0.4828,0.35,0.1672,24.04000000000096
0.484,0.3488,0.1672,24.05000000000096
0.4848,0.348,0.1672,24.06000000000096
0.4856,0.3472,0.1672,24.070000000000963
0.4852,0.3472,0.1676,24.080000000000965
0.486,0.3468,0.1672,24.090000000000966
0.4864,0.3464,0.1672,24.100000000000968
0.4868,0.346,0.1672,24.11000000000097
0.4876,0.3452,0.1672,24.12000000000097
0.4876,0.3456,0.1668,24.130000000000972
0.488,0.3452,0.1668,24.140000000000974
0.488,0.3452,0.1668,24.150000000000976
0.488,0.3452,0.1668,24.160000000000977
0.4884,0.3448,0.1668,24.17000000000098
0.4892,0.344,0.1668,24.18000000000098
0.4896,0.3436,0.1668,24.190000000000982
0.4896,0.3436,0.1668,24.200000000000983
0.49,0.3432,0.1668,24.210000000000985
0.49,0.3428,0.1672,24.220000000000987
0.4904,0.3424,0.1672,24.230000000000988
0.4904,0.3428,0.1668,24.24000000000099
0.4908,0.3424,0.1668,24.25000000000099
0.4916,0.3412,0.1672,24.260000000000993
0.4924,0.3404,0.1672,24.270000000000994
0.4928,0.34,0.1672,24.280000000000996
0.4932,0.3396,0.1672,24.290000000000997
0.4932,0.34,0.1668,24.300000000001
0.4936,0.3396,0.1668,24.310000000001
0.4944,0.3392,0.1664,24.320000000001002
0.4944,0.3396,0.166,24.330000000001004
0.4952,0.3388,0.166,24.340000000001005
0.4952,0.3384,0.1664,24.350000000001007
0.4956,0.338,0.1664,24.36000000000101
0.4964,0.3372,0.1664,24.37000000000101
0.496,0.3372,0.1668,24.38000000000101
0.4964,0.3368,0.1668,24.390000000001013
0.4972,0.336,0.1668,24.400000000001015
0.498,0.3352,0.1668,24.410000000001016
0.4992,0.334,0.1668,24.420000000001018
0.4996,0.3336,0.1668,24.43000000000102
0.5004,0.3328,0.1668,24.44000000000102
0.5012,0.332,0.1668,24.450000000001022
0.5024,0.3304,0.1672,24.460000000001024
0.5028,0.33,0.1672,24.470000000001026
0.5036,0.3292,0.1672,24.480000000001027
0.5044,0.3284,0.1672,24.49000000000103
0.5044,0.3284,0.1672,24.50000000000103
0.5052,0.328,0.1668,24.510000000001032
0.5052,0.328,0.1668,24.520000000001033
0.506,0.3272,0.1668,24.530000000001035
0.5064,0.3268,0.1668,24.540000000001037
0.5076,0.3256,0.1668,24.550000000001038
0.5092,0.324,0.1668,24.56000000000104
0.5092,0.3244,0.1664,24.57000000000104
0.51,0.3236,0.1664,24.580000000001043
0.5108,0.3228,0.1664,24.590000000001044
0.5112,0.3224,0.1664,24.600000000001046
0.512,0.3216,0.1664,24.610000000001047
0.512,0.3216,0.1664,24.62000000000105
0.512,0.3216,0.1664,24.63000000000105
0.5124,0.3208,0.1668,24.640000000001052
0.5132,0.32,0.1668,24.650000000001054
0.5132,0.32,0.1668,24.660000000001055
0.5152,0.3184,0.1664,24.670000000001057
0.5148,0.3184,0.1668,24.68000000000106
0.5144,0.3188,0.1668,24.69000000000106
0.5148,0.3184,0.1668,24.70000000000106
0.5156,0.3176,0.1668,24.710000000001063
0.5172,0.316,0.1668,24.720000000001065
0.518,0.3152,0.1668,24.730000000001066
0.5184,0.3148,0.1668,24.740000000001068
0.5184,0.3148,0.1668,24.75000000000107
0.5192,0.314,0.1668,24.76000000000107
0.5204,0.3128,0.1668,24.770000000001072
0.5212,0.312,0.1668,24.780000000001074
0.5212,0.3124,0.1664,24.790000000001076
0.5216,0.3124,0.166,24.800000000001077
0.522,0.3124,0.1656,24.81000000000108
0.5224,0.3124,0.1652,24.82000000000108
0.5228,0.312,0.1652,24.830000000001082
0.524,0.3108,0.1652,24.840000000001083
0.5252,0.3096,0.1652,24.850000000001085
0.5252,0.3096,0.1652,24.860000000001087
0.5268,0.308,0.1652,24.870000000001088
0.5272,0.3076,0.1652,24.88000000000109
0.528,0.3068,0.1652,24.89000000000109
0.5288,0.306,0.1652,24.900000000001093
0.5296,0.3056,0.1648,24.910000000001094
0.53,0.3052,0.1648,24.920000000001096
0.53,0.3052,0.1648,24.930000000001098
0.53,0.3052,0.1648,24.9400000000011
0.53,0.3052,0.1648,24.9500000000011
0.53,0.3052,0.1648,24.960000000001102
0.53,0.3052,0.1648,24.970000000001104
0.5304,0.3052,0.1644,24.980000000001105
0.5308,0.3048,0.1644,24.990000000001107
0.5316,0.3036,0.1648,25.00000000000111
0.532,0.3032,0.1648,25.01000000000111
0.532,0.3032,0.1648,25.02000000000111
0.5332,0.302,0.1648,25.030000000001113
0.5332,0.302,0.1648,25.040000000001115
0.5332,0.3024,0.1644,25.050000000001116
0.534,0.3012,0.1648,25.060000000001118
0.5344,0.3008,0.1648,25.07000000000112
0.534,0.3012,0.1648,25.08000000000112
0.5356,0.2996,0.1648,25.090000000001123
0.536,0.2992,0.1648,25.100000000001124
0.5356,0.2992,0.1652,25.110000000001126
0.536,0.2996,0.1644,25.120000000001127
0.5372,0.298,0.1648,25.13000000000113
0.5372,0.298,0.1648,25.14000000000113
0.5384,0.2968,0.1648,25.150000000001132
0.54,0.2952,0.1648,25.160000000001133
0.5408,0.2944,0.1648,25.170000000001135
0.5412,0.294,0.1648,25.180000000001137
0.5412,0.2944,0.1644,25.190000000001138
0.5424,0.2936,0.164,25.20000000000114
0.5424,0.2936,0.164,25.21000000000114
0.5424,0.2936,0.164,25.220000000001143
0.5428,0.2932,0.164,25.230000000001144
0.5432,0.2928,0.164,25.240000000001146
0.5436,0.2924,0.164,25.250000000001148
0.5436,0.2924,0.164,25.26000000000115
0.5436,0.2924,0.164,25.27000000000115
0.5444,0.2916,0.164,25.280000000001152
0.5448,0.2912,0.164,25.290000000001154
0.5456,0.2908,0.1636,25.300000000001155
0.546,0.2904,0.1636,25.310000000001157
0.5464,0.29,0.1636,25.32000000000116
0.5468,0.2896,0.1636,25.33000000000116
0.5476,0.2888,0.1636,25.34000000000116
0.548,0.2884,0.1636,25.350000000001163
0.548,0.2884,0.1636,25.360000000001165
0.5488,0.2876,0.1636,25.370000000001166
0.5488,0.2876,0.1636,25.380000000001168
0.5492,0.2872,0.1636,25.39000000000117
0.5496,0.2868,0.1636,25.40000000000117
0.55,0.2864,0.1636,25.410000000001173
0.5512,0.2852,0.1636,25.420000000001174
0.5528,0.2836,0.1636,25.430000000001176
0.5532,0.2832,0.1636,25.440000000001177
0.5532,0.2832,0.1636,25.45000000000118
0.5536,0.2828,0.1636,25.46000000000118
0.5548,0.2816,0.1636,25.470000000001182
0.556,0.2804,0.1636,25.480000000001183
0.5572,0.2792,0.1636,25.490000000001185
0.5576,0.2788,0.1636,25.500000000001187
0.5584,0.278,0.1636,25.510000000001188
0.5592,0.2772,0.1636,25.52000000000119
0.56,0.2768,0.1632,25.53000000000119
0.56,0.2768,0.1632,25.540000000001193
0.5608,0.276,0.1632,25.550000000001194
0.5616,0.2752,0.1632,25.560000000001196
0.562,0.2748,0.1632,25.570000000001198
0.562,0.2748,0.1632,25.5800000000012
0.562,0.2744,0.1636,25.5900000000012
0.5624,0.274,0.1636,25.600000000001202
0.5624,0.274,0.1636,25.610000000001204
0.5624,0.2744,0.1632,25.620000000001205
0.5628,0.274,0.1632,25.630000000001207
0.5628,0.274,0.1632,25.64000000000121
0.5628,0.274,0.1632,25.65000000000121
0.5628,0.274,0.1632,25.66000000000121
0.5628,0.274,0.1632,25.670000000001213
0.5648,0.272,0.1632,25.680000000001215
0.5652,0.2716,0.1632,25.690000000001216
0.5656,0.272,0.1624,25.700000000001218
0.5664,0.2712,0.1624,25.71000000000122
0.5672,0.2704,0.1624,25.72000000000122
0.5676,0.2704,0.162,25.730000000001223
0.5684,0.2696,0.162,25.740000000001224
0.5692,0.2688,0.162,25.750000000001226
0.5696,0.2684,0.162,25.760000000001227
0.5692,0.2688,0.162,25.77000000000123
0.57,0.268,0.162,25.78000000000123
0.5704,0.2676,0.162,25.790000000001232
0.5704,0.2676,0.162,25.800000000001234
0.5704,0.2676,0.162,25.810000000001235
0.5708,0.2668,0.1624,25.820000000001237
0.5712,0.2664,0.1624,25.830000000001238
0.572,0.2656,0.1624,25.84000000000124
0.572,0.2652,0.1628,25.85000000000124
0.5724,0.2648,0.1628,25.860000000001243
0.5728,0.2648,0.1624,25.870000000001244
0.5736,0.264,0.1624,25.880000000001246
0.5736,0.264,0.1624,25.890000000001248
0.574,0.2636,0.1624,25.90000000000125
0.5748,0.2628,0.1624,25.91000000000125
0.5752,0.2624,0.1624,25.920000000001252
0.576,0.2616,0.1624,25.930000000001254
0.576,0.2612,0.1628,25.940000000001255
0.576,0.2612,0.1628,25.950000000001257
0.576,0.2612,0.1628,25.96000000000126
0.5764,0.2612,0.1624,25.97000000000126
0.5772,0.2604,0.1624,25.98000000000126
0.5768,0.2604,0.1628,25.990000000001263
0.5772,0.2604,0.1624,26.000000000001265
0.5772,0.26,0.1628,26.010000000001266
0.5776,0.2596,0.1628,26.020000000001268
0.5772,0.2596,0.1632,26.03000000000127
0.5776,0.2596,0.1628,26.04000000000127
0.5776,0.2596,0.1628,26.050000000001273
0.5784,0.2588,0.1628,26.060000000001274
0.5792,0.258,0.1628,26.070000000001276
0.5792,0.258,0.1628,26.080000000001277
0.5792,0.258,0.1628,26.09000000000128
0.58,0.2572,0.1628,26.10000000000128
0.5808,0.2564,0.1628,26.110000000001282
0.5816,0.2556,0.1628,26.120000000001284
0.5816,0.2556,0.1628,26.130000000001285
0.582,0.2552,0.1628,26.140000000001287
0.5828,0.2544,0.1628,26.150000000001288
0.5832,0.254,0.1628,26.16000000000129
0.5836,0.2536,0.1628,26.17000000000129
0.5852,0.252,0.1628,26.180000000001293
0.586,0.2512,0.1628,26.190000000001294
0.586,0.2512,0.1628,26.200000000001296
0.586,0.2512,0.1628,26.210000000001298
0.5864,0.2508,0.1628,26.2200000000013
0.5872,0.25,0.1628,26.2300000000013
0.588,0.2496,0.1624,26.240000000001302
0.588,0.2492,0.1628,26.250000000001304
0.588,0.2492,0.1628,26.260000000001305
0.5888,0.2484,0.1628,26.270000000001307
0.5892,0.248,0.1628,26.28000000000131
0.5896,0.2472,0.1632,26.29000000000131
0.5896,0.2472,0.1632,26.30000000000131
0.5896,0.2472,0.1632,26.310000000001313
0.5896,0.2476,0.1628,26.320000000001315
0.5908,0.246,0.1632,26.330000000001316
0.5912,0.2456,0.1632,26.340000000001318
0.5916,0.2448,0.1636,26.35000000000132
0.5916,0.2448,0.1636,26.36000000000132
0.592,0.2444,0.1636,26.370000000001323
0.5932,0.2436,0.1632,26.380000000001324
0.5936,0.2432,0.1632,26.390000000001326
0.5936,0.2432,0.1632,26.400000000001327
0.594,0.2428,0.1632,26.41000000000133
0.5944,0.2424,0.1632,26.42000000000133
0.5944,0.2428,0.1628,26.430000000001332
0.5948,0.2424,0.1628,26.440000000001334
0.5952,0.242,0.1628,26.450000000001335
0.5956,0.2416,0.1628,26.460000000001337
0.596,0.2412,0.1628,26.47000000000134
0.596,0.2412,0.1628,26.48000000000134
0.5964,0.2408,0.1628,26.49000000000134
0.5972,0.24,0.1628,26.500000000001343
0.5976,0.24,0.1624,26.510000000001344
0.5976,0.24,0.1624,26.520000000001346
0.5976,0.24,0.1624,26.530000000001348
0.5992,0.2384,0.1624,26.54000000000135
0.5996,0.238,0.1624,26.55000000000135
