a_frac,b_frac,c_frac,time
0.0852,0.1088,0.806,49.84999999999865
0.0856,0.1084,0.806,49.85999999999865
0.0856,0.1084,0.806,49.86999999999865
0.0856,0.1084,0.806,49.879999999998645
0.0856,0.1084,0.806,49.88999999999864
0.0852,0.1084,0.8064,49.89999999999864
0.0848,0.1088,0.8064,49.90999999999864
0.0848,0.1092,0.806,49.91999999999864
0.0844,0.1092,0.8064,49.929999999998635
0.0844,0.1096,0.806,49.93999999999863
0.0844,0.1096,0.806,49.94999999999863
0.0844,0.1096,0.806,49.95999999999863
0.0844,0.11,0.8056,49.96999999999863
0.0844,0.11,0.8056,49.979999999998626
0.0844,0.11,0.8056,49.98999999999862
0.0844,0.11,0.8056,49.99999999999862
0.0844,0.11,0.8056,50.00999999999862
0.0844,0.11,0.8056,50.01999999999862
0.0848,0.1096,0.8056,50.029999999998616
0.0848,0.11,0.8052,50.039999999998614
0.0844,0.11,0.8056,50.04999999999861
0.0848,0.1096,0.8056,50.05999999999861
0.0844,0.1096,0.806,50.06999999999861
0.0832,0.1096,0.8072,50.079999999998606
0.0832,0.1096,0.8072,50.089999999998604
0.0832,0.1096,0.8072,50.0999999999986
0.0832,0.1096,0.8072,50.1099999999986
0.0832,0.1096,0.8072,50.1199999999986
0.0832,0.1096,0.8072,50.129999999998596
0.0832,0.1096,0.8072,50.139999999998594
0.0836,0.1092,0.8072,50.14999999999859
0.0836,0.1092,0.8072,50.15999999999859
0.0836,0.1092,0.8072,50.16999999999859
0.0836,0.1092,0.8072,50.179999999998586
0.0836,0.1096,0.8068,50.189999999998584
0.0836,0.1096,0.8068,50.19999999999858
0.0832,0.1096,0.8072,50.20999999999858
0.0832,0.1096,0.8072,50.21999999999858
0.0836,0.1092,0.8072,50.229999999998576
0.084,0.1088,0.8072,50.239999999998574
0.084,0.1088,0.8072,50.24999999999857
0.084,0.1088,0.8072,50.25999999999857
0.0836,0.1088,0.8076,50.26999999999857
0.084,0.1084,0.8076,50.279999999998566
0.0832,0.1088,0.808,50.289999999998564
0.0832,0.1088,0.808,50.29999999999856
0.0832,0.1092,0.8076,50.30999999999856
0.0832,0.1092,0.8076,50.31999999999856
0.0828,0.1092,0.808,50.329999999998556
0.0828,0.1092,0.808,50.339999999998554
0.0828,0.1092,0.808,50.34999999999855
0.0824,0.1092,0.8084,50.35999999999855
0.0824,0.1092,0.8084,50.36999999999855
0.0824,0.1092,0.8084,50.379999999998546
0.0824,0.1092,0.8084,50.389999999998544
0.0824,0.1092,0.8084,50.39999999999854
0.0824,0.1092,0.8084,50.40999999999854
0.0824,0.1092,0.8084,50.41999999999854
0.0828,0.1088,0.8084,50.429999999998536
0.0828,0.1088,0.8084,50.439999999998534
0.0824,0.1096,0.808,50.44999999999853
0.0824,0.1096,0.808,50.45999999999853
0.0824,0.1096,0.808,50.46999999999853
0.0824,0.1096,0.808,50.479999999998526
0.0816,0.1096,0.8088,50.489999999998524
0.0812,0.1096,0.8092,50.49999999999852
0.0808,0.1096,0.8096,50.50999999999852
0.0808,0.1096,0.8096,50.51999999999852
0.0808,0.11,0.8092,50.529999999998516
0.0812,0.1096,0.8092,50.539999999998514
0.0812,0.1096,0.8092,50.54999999999851
0.0812,0.11,0.8088,50.55999999999851
0.0812,0.11,0.8088,50.56999999999851
0.0812,0.1104,0.8084,50.579999999998506
0.0812,0.1104,0.8084,50.589999999998504
0.0812,0.1104,0.8084,50.5999999999985
0.0812,0.1108,0.808,50.6099999999985
0.0808,0.1108,0.8084,50.6199999999985
0.0808,0.1108,0.8084,50.629999999998496
0.0808,0.1108,0.8084,50.639999999998494
0.0808,0.1108,0.8084,50.64999999999849
0.0808,0.1112,0.808,50.65999999999849
0.0808,0.1112,0.808,50.66999999999849
0.0808,0.1112,0.808,50.679999999998486
0.0808,0.1108,0.8084,50.689999999998484
0.0808,0.1116,0.8076,50.69999999999848
0.0808,0.112,0.8072,50.70999999999848
0.0808,0.112,0.8072,50.71999999999848
0.0808,0.112,0.8072,50.729999999998476
0.0812,0.1116,0.8072,50.739999999998474
0.0812,0.1116,0.8072,50.74999999999847
0.0812,0.1116,0.8072,50.75999999999847
0.0812,0.1116,0.8072,50.76999999999847
0.0812,0.1116,0.8072,50.779999999998466
0.0812,0.1116,0.8072,50.789999999998464
0.0808,0.1116,0.8076,50.79999999999846
0.0808,0.1116,0.8076,50.80999999999846
0.0804,0.112,0.8076,50.81999999999846
0.0804,0.1124,0.8072,50.829999999998456
0.0808,0.1124,0.8068,50.839999999998454
0.0808,0.1124,0.8068,50.84999999999845
0.0812,0.112,0.8068,50.85999999999845
0.0812,0.112,0.8068,50.86999999999845
0.0808,0.1124,0.8068,50.87999999999845
0.0804,0.1124,0.8072,50.889999999998444
0.0804,0.1124,0.8072,50.89999999999844
0.0804,0.1128,0.8068,50.90999999999844
0.0804,0.1128,0.8068,50.91999999999844
0.08,0.1128,0.8072,50.92999999999844
0.08,0.1128,0.8072,50.939999999998435
0.08,0.1128,0.8072,50.94999999999843
0.08,0.1128,0.8072,50.95999999999843
0.0804,0.1124,0.8072,50.96999999999843
0.0804,0.1124,0.8072,50.97999999999843
0.08,0.1124,0.8076,50.989999999998425
0.0796,0.1124,0.808,50.99999999999842
0.08,0.1124,0.8076,51.00999999999842
0.08,0.1124,0.8076,51.01999999999842
0.08,0.1124,0.8076,51.02999999999842
0.08,0.1132,0.8068,51.039999999998415
0.08,0.1132,0.8068,51.04999999999841
0.0796,0.1132,0.8072,51.05999999999841
0.0796,0.1132,0.8072,51.06999999999841
0.0792,0.1136,0.8072,51.07999999999841
0.0792,0.1136,0.8072,51.089999999998405
0.0792,0.1136,0.8072,51.0999999999984
0.0792,0.1136,0.8072,51.1099999999984
0.0788,0.114,0.8072,51.1199999999984
0.0788,0.114,0.8072,51.1299999999984
0.0784,0.114,0.8076,51.139999999998395
0.0784,0.114,0.8076,51.14999999999839
0.0784,0.114,0.8076,51.15999999999839
0.0784,0.1136,0.808,51.16999999999839
0.0784,0.1136,0.808,51.17999999999839
0.0784,0.1136,0.808,51.189999999998385
0.0784,0.1136,0.808,51.19999999999838
0.0788,0.1132,0.808,51.20999999999838
0.0788,0.1132,0.808,51.21999999999838
0.0788,0.1132,0.808,51.22999999999838
0.0788,0.1132,0.808,51.239999999998375
0.0788,0.1132,0.808,51.24999999999837
0.0788,0.1132,0.808,51.25999999999837
0.0788,0.1132,0.808,51.26999999999837
0.0788,0.1132,0.808,51.27999999999837
0.0792,0.1128,0.808,51.289999999998365
0.0792,0.1132,0.8076,51.29999999999836
0.0788,0.1132,0.808,51.30999999999836
0.0788,0.1136,0.8076,51.31999999999836
0.0788,0.114,0.8072,51.32999999999836
0.0788,0.1144,0.8068,51.339999999998355
0.0788,0.1144,0.8068,51.34999999999835
0.0784,0.1144,0.8072,51.35999999999835
0.0788,0.114,0.8072,51.36999999999835
0.0792,0.1136,0.8072,51.37999999999835
0.0792,0.1136,0.8072,51.389999999998345
0.0792,0.1136,0.8072,51.39999999999834
0.0796,0.1132,0.8072,51.40999999999834
0.08,0.1128,0.8072,51.41999999999834
0.08,0.1136,0.8064,51.42999999999834
0.0804,0.1136,0.806,51.439999999998335
0.08,0.114,0.806,51.44999999999833
0.0804,0.1136,0.806,51.45999999999833
0.0804,0.114,0.8056,51.46999999999833
0.0808,0.1136,0.8056,51.47999999999833
0.0808,0.1136,0.8056,51.489999999998325
0.0804,0.1136,0.806,51.49999999999832
0.0808,0.1132,0.806,51.50999999999832
0.0804,0.1132,0.8064,51.51999999999832
0.0804,0.1136,0.806,51.52999999999832
0.0804,0.1136,0.806,51.539999999998315
0.0804,0.1136,0.806,51.54999999999831
0.0804,0.114,0.8056,51.55999999999831
0.0804,0.1144,0.8052,51.56999999999831
0.0808,0.1144,0.8048,51.57999999999831
0.0808,0.1148,0.8044,51.589999999998305
0.0808,0.1148,0.8044,51.5999999999983
0.0808,0.1148,0.8044,51.6099999999983
0.0808,0.1148,0.8044,51.6199999999983
0.0804,0.1152,0.8044,51.6299999999983
0.0804,0.1152,0.8044,51.639999999998295
0.0804,0.1152,0.8044,51.64999999999829
0.0808,0.1148,0.8044,51.65999999999829
0.0804,0.1152,0.8044,51.66999999999829
0.08,0.1152,0.8048,51.67999999999829
0.08,0.1152,0.8048,51.689999999998285
0.08,0.1152,0.8048,51.69999999999828
0.0804,0.1152,0.8044,51.70999999999828
0.0804,0.1156,0.804,51.71999999999828
0.0804,0.1156,0.804,51.72999999999828
0.0804,0.1156,0.804,51.739999999998275
0.0804,0.1156,0.804,51.74999999999827
0.08,0.1156,0.8044,51.75999999999827
0.0804,0.1152,0.8044,51.76999999999827
0.0804,0.1152,0.8044,51.77999999999827
0.08,0.1156,0.8044,51.789999999998265
0.0792,0.1156,0.8052,51.79999999999826
0.0792,0.116,0.8048,51.80999999999826
0.0792,0.116,0.8048,51.81999999999826
0.0792,0.1168,0.804,51.82999999999826
0.0792,0.1168,0.804,51.839999999998255
0.0788,0.1172,0.804,51.84999999999825
0.0788,0.1172,0.804,51.85999999999825
0.0784,0.1172,0.8044,51.86999999999825
0.0788,0.1168,0.8044,51.87999999999825
0.0788,0.1168,0.8044,51.889999999998246
0.0788,0.1168,0.8044,51.89999999999824
0.0788,0.1168,0.8044,51.90999999999824
0.0792,0.1164,0.8044,51.91999999999824
0.0796,0.116,0.8044,51.92999999999824
0.0796,0.116,0.8044,51.939999999998236
0.0796,0.1164,0.804,51.949999999998234
0.0796,0.1168,0.8036,51.95999999999823
0.0796,0.1172,0.8032,51.96999999999823
0.0792,0.1172,0.8036,51.97999999999823
0.0792,0.1176,0.8032,51.989999999998226
0.0792,0.1176,0.8032,51.999999999998224
0.0792,0.1176,0.8032,52.00999999999822
0.0792,0.1176,0.8032,52.01999999999822
0.0792,0.118,0.8028,52.02999999999822
0.0792,0.118,0.8028,52.039999999998216
0.0792,0.1184,0.8024,52.049999999998214
0.0792,0.1188,0.802,52.05999999999821
0.0792,0.1188,0.802,52.06999999999821
0.0788,0.1192,0.802,52.07999999999821
0.0788,0.1192,0.802,52.089999999998206
0.0788,0.1192,0.802,52.099999999998204
0.0784,0.1192,0.8024,52.1099999999982
0.0788,0.1192,0.802,52.1199999999982
0.0788,0.1196,0.8016,52.1299999999982
0.0788,0.1196,0.8016,52.139999999998196
0.0788,0.1196,0.8016,52.149999999998194
0.0788,0.1196,0.8016,52.15999999999819
0.0788,0.1196,0.8016,52.16999999999819
0.0788,0.1196,0.8016,52.17999999999819
0.0784,0.12,0.8016,52.189999999998186
0.0788,0.1196,0.8016,52.199999999998184
0.0788,0.12,0.8012,52.20999999999818
0.0788,0.12,0.8012,52.21999999999818
0.0788,0.12,0.8012,52.22999999999818
0.0788,0.1208,0.8004,52.239999999998176
0.0788,0.1216,0.7996,52.249999999998174
0.0788,0.1216,0.7996,52.25999999999817
0.0788,0.122,0.7992,52.26999999999817
0.0788,0.122,0.7992,52.27999999999817
0.0788,0.1224,0.7988,52.289999999998166
0.0788,0.1228,0.7984,52.299999999998164
0.0788,0.1232,0.798,52.30999999999816
0.0784,0.1232,0.7984,52.31999999999816
0.0784,0.1236,0.798,52.32999999999816
0.0788,0.1232,0.798,52.339999999998156
0.0788,0.1232,0.798,52.349999999998154
0.0788,0.124,0.7972,52.35999999999815
0.0788,0.124,0.7972,52.36999999999815
0.0788,0.124,0.7972,52.37999999999815
0.0784,0.124,0.7976,52.389999999998146
0.0784,0.124,0.7976,52.399999999998144
0.0784,0.1236,0.798,52.40999999999814
0.0784,0.124,0.7976,52.41999999999814
0.0784,0.124,0.7976,52.42999999999814
0.0784,0.1244,0.7972,52.439999999998136
0.078,0.1248,0.7972,52.449999999998134
0.078,0.1252,0.7968,52.45999999999813
0.0784,0.1248,0.7968,52.46999999999813
0.0784,0.1248,0.7968,52.47999999999813
0.0784,0.1252,0.7964,52.489999999998126
0.0784,0.1252,0.7964,52.499999999998124
0.0784,0.1256,0.796,52.50999999999812
0.078,0.126,0.796,52.51999999999812
0.0776,0.126,0.7964,52.52999999999812
0.0776,0.126,0.7964,52.539999999998116
0.0776,0.126,0.7964,52.549999999998114
0.0776,0.126,0.7964,52.55999999999811
0.0776,0.126,0.7964,52.56999999999811
0.0772,0.126,0.7968,52.57999999999811
0.0772,0.126,0.7968,52.589999999998106
0.0772,0.126,0.7968,52.599999999998104
0.0776,0.126,0.7964,52.6099999999981
0.0776,0.126,0.7964,52.6199999999981
0.0776,0.126,0.7964,52.6299999999981
0.078,0.1256,0.7964,52.639999999998096
0.078,0.126,0.796,52.649999999998094
0.078,0.1264,0.7956,52.65999999999809
0.078,0.1264,0.7956,52.66999999999809
0.078,0.1264,0.7956,52.67999999999809
0.0784,0.126,0.7956,52.689999999998086
0.0776,0.126,0.7964,52.699999999998084
0.0776,0.126,0.7964,52.70999999999808
0.0776,0.1272,0.7952,52.71999999999808
0.0776,0.1276,0.7948,52.72999999999808
0.0776,0.1288,0.7936,52.739999999998076
0.0784,0.128,0.7936,52.749999999998074
0.0784,0.128,0.7936,52.75999999999807
0.0784,0.128,0.7936,52.76999999999807
0.078,0.1288,0.7932,52.77999999999807
0.078,0.1288,0.7932,52.78999999999807
0.0776,0.1288,0.7936,52.799999999998064
0.0776,0.1288,0.7936,52.80999999999806
0.0776,0.1288,0.7936,52.81999999999806
0.0784,0.1284,0.7932,52.82999999999806
0.0784,0.1288,0.7928,52.83999999999806
0.0784,0.1292,0.7924,52.849999999998055
0.0784,0.1296,0.792,52.85999999999805
0.0784,0.13,0.7916,52.86999999999805
0.0776,0.1304,0.792,52.87999999999805
0.0776,0.1308,0.7916,52.88999999999805
0.0776,0.1308,0.7916,52.899999999998045
0.0776,0.1308,0.7916,52.90999999999804
0.0776,0.1316,0.7908,52.91999999999804
0.078,0.1312,0.7908,52.92999999999804
0.078,0.1316,0.7904,52.93999999999804
0.0776,0.1316,0.7908,52.949999999998035
0.0776,0.1316,0.7908,52.95999999999803
0.0776,0.132,0.7904,52.96999999999803
0.0776,0.1328,0.7896,52.97999999999803
0.0776,0.1336,0.7888,52.98999999999803
0.0776,0.1336,0.7888,52.999999999998025
0.0776,0.1336,0.7888,53.00999999999802
0.0776,0.1336,0.7888,53.01999999999802
0.0776,0.1336,0.7888,53.02999999999802
0.0776,0.1344,0.788,53.03999999999802
0.0776,0.136,0.7864,53.049999999998015
0.078,0.1356,0.7864,53.05999999999801
0.0784,0.1356,0.786,53.06999999999801
0.0784,0.1356,0.786,53.07999999999801
0.0784,0.1356,0.786,53.08999999999801
0.0784,0.1364,0.7852,53.099999999998005
0.0784,0.1364,0.7852,53.109999999998
0.0784,0.1368,0.7848,53.119999999998
0.078,0.138,0.784,53.129999999998
0.078,0.1384,0.7836,53.139999999998
0.078,0.1384,0.7836,53.149999999997995
0.078,0.1384,0.7836,53.15999999999799
0.078,0.1392,0.7828,53.16999999999799
0.078,0.1396,0.7824,53.17999999999799
0.078,0.1396,0.7824,53.18999999999799
0.078,0.1396,0.7824,53.199999999997985
0.078,0.1396,0.7824,53.20999999999798
0.0776,0.1396,0.7828,53.21999999999798
0.0772,0.1396,0.7832,53.22999999999798
0.0772,0.1404,0.7824,53.23999999999798
0.0772,0.1412,0.7816,53.249999999997975
0.0772,0.1416,0.7812,53.25999999999797
0.0772,0.142,0.7808,53.26999999999797
0.0776,0.142,0.7804,53.27999999999797
0.0776,0.142,0.7804,53.28999999999797
0.0772,0.1424,0.7804,53.299999999997965
0.0772,0.1432,0.7796,53.30999999999796
0.0772,0.1436,0.7792,53.31999999999796
0.0772,0.1436,0.7792,53.32999999999796
0.0768,0.1436,0.7796,53.33999999999796
0.0768,0.144,0.7792,53.349999999997955
0.0768,0.1444,0.7788,53.35999999999795
0.0768,0.1452,0.778,53.36999999999795
0.0764,0.1452,0.7784,53.37999999999795
0.0764,0.1452,0.7784,53.38999999999795
0.0764,0.1452,0.7784,53.399999999997945
0.0768,0.146,0.7772,53.40999999999794
0.0768,0.1468,0.7764,53.41999999999794
0.0768,0.1468,0.7764,53.42999999999794
0.0768,0.1472,0.776,53.43999999999794
0.0768,0.1484,0.7748,53.449999999997935
0.0768,0.1488,0.7744,53.45999999999793
0.0772,0.1484,0.7744,53.46999999999793
0.0768,0.1492,0.774,53.47999999999793
0.0764,0.1492,0.7744,53.48999999999793
0.0764,0.1508,0.7728,53.499999999997925
0.0764,0.1508,0.7728,53.50999999999792
0.0764,0.1512,0.7724,53.51999999999792
0.0764,0.152,0.7716,53.52999999999792
0.0764,0.152,0.7716,53.53999999999792
0.0764,0.1524,0.7712,53.549999999997915
0.076,0.1524,0.7716,53.55999999999791
0.076,0.1524,0.7716,53.56999999999791
0.076,0.1532,0.7708,53.57999999999791
0.076,0.1532,0.7708,53.58999999999791
0.0764,0.1536,0.77,53.599999999997905
0.0768,0.1536,0.7696,53.6099999999979
0.0768,0.1544,0.7688,53.6199999999979
0.0768,0.1544,0.7688,53.6299999999979
0.0768,0.1556,0.7676,53.6399999999979
0.0764,0.1556,0.768,53.649999999997895
0.076,0.156,0.768,53.65999999999789
0.0764,0.156,0.7676,53.66999999999789
0.0764,0.1572,0.7664,53.67999999999789
0.0768,0.1572,0.766,53.68999999999789
0.0768,0.1584,0.7648,53.699999999997885
0.0764,0.1588,0.7648,53.70999999999788
0.0764,0.1592,0.7644,53.71999999999788
0.0764,0.1596,0.764,53.72999999999788
0.076,0.1596,0.7644,53.73999999999788
0.076,0.16,0.764,53.749999999997875
0.076,0.1604,0.7636,53.75999999999787
0.076,0.1612,0.7628,53.76999999999787
0.076,0.1616,0.7624,53.77999999999787
0.076,0.1632,0.7608,53.78999999999787
0.076,0.1632,0.7608,53.799999999997866
0.076,0.1632,0.7608,53.80999999999786
0.076,0.1632,0.7608,53.81999999999786
0.076,0.1632,0.7608,53.82999999999786
0.0768,0.1636,0.7596,53.83999999999786
0.0768,0.164,0.7592,53.849999999997856
0.0768,0.164,0.7592,53.859999999997854
0.0768,0.1648,0.7584,53.86999999999785
0.0768,0.1664,0.7568,53.87999999999785
0.0768,0.1676,0.7556,53.88999999999785
0.0768,0.1684,0.7548,53.899999999997846
0.0768,0.1696,0.7536,53.909999999997844
0.0768,0.17,0.7532,53.91999999999784
0.0768,0.17,0.7532,53.92999999999784
0.0768,0.1708,0.7524,53.93999999999784
0.0768,0.1716,0.7516,53.949999999997836
0.0768,0.1728,0.7504,53.959999999997834
0.0772,0.1736,0.7492,53.96999999999783
0.0772,0.174,0.7488,53.97999999999783
0.0772,0.174,0.7488,53.98999999999783
0.0772,0.1744,0.7484,53.999999999997826
0.0772,0.1748,0.748,54.009999999997824
0.0772,0.1756,0.7472,54.01999999999782
0.0772,0.1772,0.7456,54.02999999999782
0.0772,0.1792,0.7436,54.03999999999782
0.0772,0.1804,0.7424,54.049999999997816
0.0772,0.1808,0.742,54.059999999997814
0.0776,0.182,0.7404,54.06999999999781
0.0788,0.182,0.7392,54.07999999999781
0.0784,0.1828,0.7388,54.08999999999781
0.078,0.1844,0.7376,54.099999999997806
0.078,0.1852,0.7368,54.109999999997804
0.078,0.1872,0.7348,54.1199999999978
0.0784,0.1884,0.7332,54.1299999999978
0.0784,0.1892,0.7324,54.1399999999978
0.0784,0.1908,0.7308,54.149999999997796
0.0776,0.192,0.7304,54.159999999997794
0.0776,0.1928,0.7296,54.16999999999779
0.0776,0.1936,0.7288,54.17999999999779
0.078,0.1936,0.7284,54.18999999999779
0.078,0.1944,0.7276,54.199999999997786
0.078,0.1972,0.7248,54.209999999997784
0.078,0.1976,0.7244,54.21999999999778
0.078,0.1996,0.7224,54.22999999999778
0.0776,0.2008,0.7216,54.23999999999778
0.0776,0.202,0.7204,54.249999999997776
0.0776,0.2036,0.7188,54.259999999997774
0.0776,0.2052,0.7172,54.26999999999777
0.0776,0.206,0.7164,54.27999999999777
0.0776,0.2076,0.7148,54.28999999999777
0.0776,0.2092,0.7132,54.299999999997766
0.0776,0.2104,0.712,54.309999999997764
0.0776,0.2108,0.7116,54.31999999999776
0.0776,0.2116,0.7108,54.32999999999776
0.0776,0.2136,0.7088,54.33999999999776
0.0776,0.2164,0.706,54.349999999997756
0.0776,0.2164,0.706,54.359999999997754
0.0776,0.2164,0.706,54.36999999999775
0.0776,0.218,0.7044,54.37999999999775
0.0776,0.218,0.7044,54.38999999999775
0.0776,0.2192,0.7032,54.399999999997746
0.0776,0.2208,0.7016,54.409999999997744
0.0776,0.2216,0.7008,54.41999999999774
0.0776,0.222,0.7004,54.42999999999774
0.0776,0.2232,0.6992,54.43999999999774
0.078,0.2236,0.6984,54.449999999997736
0.078,0.224,0.698,54.459999999997734
0.078,0.226,0.696,54.46999999999773
0.078,0.2268,0.6952,54.47999999999773
0.078,0.2284,0.6936,54.48999999999773
0.078,0.2288,0.6932,54.499999999997726
0.078,0.2292,0.6928,54.509999999997724
0.0784,0.2316,0.69,54.51999999999772
0.0784,0.2336,0.688,54.52999999999772
0.078,0.2344,0.6876,54.53999999999772
0.078,0.2348,0.6872,54.549999999997716
0.078,0.2368,0.6852,54.559999999997714
0.0776,0.2388,0.6836,54.56999999999771
0.0776,0.2388,0.6836,54.57999999999771
0.0772,0.2396,0.6832,54.58999999999771
0.0772,0.2408,0.682,54.599999999997706
0.0772,0.2432,0.6796,54.609999999997704
0.0772,0.244,0.6788,54.6199999999977
0.0772,0.2444,0.6784,54.6299999999977
0.0776,0.2448,0.6776,54.6399999999977
0.0776,0.2456,0.6768,54.649999999997696
0.0776,0.2464,0.676,54.659999999997694
0.0776,0.2468,0.6756,54.66999999999769
0.0772,0.2488,0.674,54.67999999999769
0.0772,0.2492,0.6736,54.68999999999769
0.0768,0.2504,0.6728,54.69999999999769
0.0768,0.2516,0.6716,54.709999999997684
0.0768,0.252,0.6712,54.71999999999768
0.0768,0.2532,0.67,54.72999999999768
0.0772,0.2532,0.6696,54.73999999999768
0.0772,0.2552,0.6676,54.74999999999768
0.0776,0.2572,0.6652,54.759999999997675
0.0772,0.2576,0.6652,54.76999999999767
0.0772,0.2588,0.664,54.77999999999767
0.0772,0.2596,0.6632,54.78999999999767
0.0772,0.26,0.6628,54.79999999999767
0.0768,0.26,0.6632,54.809999999997665
0.0768,0.2616,0.6616,54.81999999999766
0.0768,0.2624,0.6608,54.82999999999766
0.0768,0.2628,0.6604,54.83999999999766
0.0768,0.2648,0.6584,54.84999999999766
0.0772,0.2652,0.6576,54.859999999997655
0.0772,0.266,0.6568,54.86999999999765
0.0768,0.2676,0.6556,54.87999999999765
0.0772,0.2672,0.6556,54.88999999999765
0.0768,0.2684,0.6548,54.89999999999765
0.0768,0.2708,0.6524,54.909999999997645
0.0768,0.272,0.6512,54.91999999999764
0.0768,0.2728,0.6504,54.92999999999764
0.0768,0.2744,0.6488,54.93999999999764
0.0768,0.2748,0.6484,54.94999999999764
0.0768,0.2756,0.6476,54.959999999997635
0.0768,0.276,0.6472,54.96999999999763
0.0768,0.2772,0.646,54.97999999999763
0.0768,0.2776,0.6456,54.98999999999763
0.0768,0.2776,0.6456,54.99999999999763
0.0768,0.278,0.6452,55.009999999997625
0.0764,0.2788,0.6448,55.01999999999762
0.0764,0.2804,0.6432,55.02999999999762
0.0764,0.2812,0.6424,55.03999999999762
0.0764,0.284,0.6396,55.04999999999762
0.0764,0.2848,0.6388,55.059999999997615
0.0764,0.2856,0.638,55.06999999999761
0.0764,0.2872,0.6364,55.07999999999761
0.0764,0.2888,0.6348,55.08999999999761
0.0768,0.2884,0.6348,55.09999999999761
0.0768,0.2904,0.6328,55.109999999997605
0.0772,0.2908,0.632,55.1199999999976
0.0768,0.2916,0.6316,55.1299999999976
0.0768,0.292,0.6312,55.1399999999976
0.0768,0.2944,0.6288,55.1499999999976
0.0764,0.2944,0.6292,55.159999999997595
0.0768,0.2952,0.628,55.16999999999759
0.0768,0.2952,0.628,55.17999999999759
0.0768,0.2968,0.6264,55.18999999999759
0.0768,0.2968,0.6264,55.19999999999759
0.0768,0.2976,0.6256,55.209999999997585
0.0764,0.2992,0.6244,55.21999999999758
0.0764,0.2996,0.624,55.22999999999758
0.0764,0.3004,0.6232,55.23999999999758
0.0764,0.302,0.6216,55.24999999999758
0.0764,0.304,0.6196,55.259999999997575
0.0768,0.3044,0.6188,55.26999999999757
0.0768,0.3052,0.618,55.27999999999757
0.0768,0.3072,0.616,55.28999999999757
0.0768,0.3076,0.6156,55.29999999999757
0.0768,0.308,0.6152,55.309999999997565
0.0768,0.3092,0.614,55.31999999999756
0.0768,0.31,0.6132,55.32999999999756
0.0768,0.3104,0.6128,55.33999999999756
0.0768,0.3116,0.6116,55.34999999999756
0.0764,0.3128,0.6108,55.359999999997555
0.0764,0.314,0.6096,55.36999999999755
0.0764,0.316,0.6076,55.37999999999755
0.0764,0.3172,0.6064,55.38999999999755
0.0764,0.3176,0.606,55.39999999999755
0.0764,0.3196,0.604,55.409999999997545
0.0764,0.3204,0.6032,55.41999999999754
0.0764,0.3216,0.602,55.42999999999754
0.0764,0.3232,0.6004,55.43999999999754
0.0764,0.324,0.5996,55.44999999999754
0.076,0.3248,0.5992,55.459999999997535
0.076,0.3256,0.5984,55.46999999999753
0.076,0.326,0.598,55.47999999999753
0.0764,0.3268,0.5968,55.48999999999753
0.0768,0.3272,0.596,55.49999999999753
0.0768,0.3284,0.5948,55.509999999997525
0.0768,0.3292,0.594,55.51999999999752
0.0768,0.332,0.5912,55.52999999999752
0.0764,0.3332,0.5904,55.53999999999752
0.0764,0.3332,0.5904,55.54999999999752
0.0764,0.3332,0.5904,55.559999999997515
0.0764,0.3352,0.5884,55.56999999999751
0.0764,0.3364,0.5872,55.57999999999751
0.0764,0.3364,0.5872,55.58999999999751
0.0764,0.3364,0.5872,55.59999999999751
0.0764,0.3376,0.586,55.609999999997505
0.0764,0.3388,0.5848,55.6199999999975
0.0764,0.3408,0.5828,55.6299999999975
0.0764,0.342,0.5816,55.6399999999975
0.0764,0.3428,0.5808,55.6499999999975
0.0764,0.3444,0.5792,55.659999999997495
0.0764,0.3456,0.578,55.66999999999749
0.076,0.346,0.578,55.67999999999749
0.076,0.3484,0.5756,55.68999999999749
0.0756,0.3488,0.5756,55.69999999999749
0.0756,0.35,0.5744,55.709999999997486
0.0756,0.3504,0.574,55.71999999999748
0.0756,0.3508,0.5736,55.72999999999748
0.0756,0.3532,0.5712,55.73999999999748
0.0756,0.3552,0.5692,55.74999999999748
0.0756,0.3564,0.568,55.759999999997476
0.0756,0.3572,0.5672,55.769999999997474
0.0756,0.3584,0.566,55.77999999999747
0.0756,0.3596,0.5648,55.78999999999747
0.0756,0.3612,0.5632,55.79999999999747
0.0756,0.3636,0.5608,55.809999999997466
0.0756,0.3644,0.56,55.819999999997464
0.0756,0.3648,0.5596,55.82999999999746
0.0756,0.366,0.5584,55.83999999999746
0.0752,0.3668,0.558,55.84999999999746
0.0752,0.3684,0.5564,55.859999999997456
0.0752,0.37,0.5548,55.869999999997454
0.0752,0.3716,0.5532,55.87999999999745
0.0752,0.3732,0.5516,55.88999999999745
0.0752,0.3752,0.5496,55.89999999999745
0.0752,0.376,0.5488,55.909999999997446
0.0752,0.3768,0.548,55.919999999997444
0.0752,0.3784,0.5464,55.92999999999744
0.0752,0.3796,0.5452,55.93999999999744
0.0752,0.38,0.5448,55.94999999999744
0.0752,0.3804,0.5444,55.959999999997436
0.0752,0.3816,0.5432,55.969999999997434
0.0752,0.384,0.5408,55.97999999999743
0.0748,0.3852,0.54,55.98999999999743
0.0748,0.3876,0.5376,55.99999999999743
0.0748,0.3888,0.5364,56.009999999997426
0.0752,0.3904,0.5344,56.019999999997424
0.0752,0.392,0.5328,56.02999999999742
0.0748,0.3932,0.532,56.03999999999742
0.0748,0.3948,0.5304,56.04999999999742
0.0748,0.3956,0.5296,56.059999999997416
